GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,BTBGA,ABDPE001
"G1901290","2010-2014","IA",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19129","Mills County, Iowa",,,65160
"G1901310","2010-2014","IA",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19131","Mitchell County, Iowa",,,47326
"G1901330","2010-2014","IA",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19133","Monona County, Iowa",,,41238
"G1901350","2010-2014","IA",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19135","Monroe County, Iowa",,,47297
"G1901370","2010-2014","IA",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19137","Montgomery County, Iowa",,,43566
"G1901390","2010-2014","IA",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19139","Muscatine County, Iowa",,,52899
"G1901410","2010-2014","IA",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19141","O'Brien County, Iowa",,,52458
"G1901430","2010-2014","IA",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19143","Osceola County, Iowa",,,50700
"G1901450","2010-2014","IA",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19145","Page County, Iowa",,,44786
"G1901470","2010-2014","IA",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19147","Palo Alto County, Iowa",,,46334
"G1901490","2010-2014","IA",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19149","Plymouth County, Iowa",,,57583
"G1901510","2010-2014","IA",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19151","Pocahontas County, Iowa",,,45500
"G1901530","2010-2014","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",,,59844
"G1901550","2010-2014","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",,,51939
"G1901570","2010-2014","IA",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19157","Poweshiek County, Iowa",,,51650
"G1901590","2010-2014","IA",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19159","Ringgold County, Iowa",,,44032
"G1901610","2010-2014","IA",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19161","Sac County, Iowa",,,48581
"G1901630","2010-2014","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",,,53704
"G1901650","2010-2014","IA",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19165","Shelby County, Iowa",,,49599
"G1901670","2010-2014","IA",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19167","Sioux County, Iowa",,,59272
"G1901690","2010-2014","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",,,51270
"G1901710","2010-2014","IA",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19171","Tama County, Iowa",,,54325
"G1901730","2010-2014","IA",,,"Iowa","19","Taylor County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19173","Taylor County, Iowa",,,44939
"G1901750","2010-2014","IA",,,"Iowa","19","Union County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19175","Union County, Iowa",,,44134
"G1901770","2010-2014","IA",,,"Iowa","19","Van Buren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19177","Van Buren County, Iowa",,,45057
"G1901790","2010-2014","IA",,,"Iowa","19","Wapello County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19179","Wapello County, Iowa",,,41519
"G1901810","2010-2014","IA",,,"Iowa","19","Warren County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19181","Warren County, Iowa",,,64956
"G1901830","2010-2014","IA",,,"Iowa","19","Washington County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19183","Washington County, Iowa",,,55198
"G1901850","2010-2014","IA",,,"Iowa","19","Wayne County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19185","Wayne County, Iowa",,,42083
"G1901870","2010-2014","IA",,,"Iowa","19","Webster County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19187","Webster County, Iowa",,,42112
"G1901890","2010-2014","IA",,,"Iowa","19","Winnebago County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19189","Winnebago County, Iowa",,,49208
"G1901910","2010-2014","IA",,,"Iowa","19","Winneshiek County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19191","Winneshiek County, Iowa",,,53735
"G1901930","2010-2014","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",,,46015
"G1901950","2010-2014","IA",,,"Iowa","19","Worth County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19195","Worth County, Iowa",,,49977
"G1901970","2010-2014","IA",,,"Iowa","19","Wright County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19197","Wright County, Iowa",,,43082
"G2000010","2010-2014","KS",,,"Kansas","20","Allen County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20001","Allen County, Kansas",,,38712
"G2000030","2010-2014","KS",,,"Kansas","20","Anderson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20003","Anderson County, Kansas",,,40567
"G2000050","2010-2014","KS",,,"Kansas","20","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20005","Atchison County, Kansas",,,44648
"G2000070","2010-2014","KS",,,"Kansas","20","Barber County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20007","Barber County, Kansas",,,48462
"G2000090","2010-2014","KS",,,"Kansas","20","Barton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20009","Barton County, Kansas",,,43573
"G2000110","2010-2014","KS",,,"Kansas","20","Bourbon County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20011","Bourbon County, Kansas",,,39555
"G2000130","2010-2014","KS",,,"Kansas","20","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20013","Brown County, Kansas",,,41126
"G2000150","2010-2014","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",,,57474
"G2000170","2010-2014","KS",,,"Kansas","20","Chase County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20017","Chase County, Kansas",,,38633
"G2000190","2010-2014","KS",,,"Kansas","20","Chautauqua County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20019","Chautauqua County, Kansas",,,39444
"G2000210","2010-2014","KS",,,"Kansas","20","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20021","Cherokee County, Kansas",,,40920
"G2000230","2010-2014","KS",,,"Kansas","20","Cheyenne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20023","Cheyenne County, Kansas",,,39681
"G2000250","2010-2014","KS",,,"Kansas","20","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20025","Clark County, Kansas",,,43750
"G2000270","2010-2014","KS",,,"Kansas","20","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20027","Clay County, Kansas",,,51375
"G2000290","2010-2014","KS",,,"Kansas","20","Cloud County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20029","Cloud County, Kansas",,,39509
"G2000310","2010-2014","KS",,,"Kansas","20","Coffey County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20031","Coffey County, Kansas",,,56274
"G2000330","2010-2014","KS",,,"Kansas","20","Comanche County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20033","Comanche County, Kansas",,,44417
"G2000350","2010-2014","KS",,,"Kansas","20","Cowley County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20035","Cowley County, Kansas",,,42157
"G2000370","2010-2014","KS",,,"Kansas","20","Crawford County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20037","Crawford County, Kansas",,,37154
"G2000390","2010-2014","KS",,,"Kansas","20","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20039","Decatur County, Kansas",,,37396
"G2000410","2010-2014","KS",,,"Kansas","20","Dickinson County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20041","Dickinson County, Kansas",,,50123
"G2000430","2010-2014","KS",,,"Kansas","20","Doniphan County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20043","Doniphan County, Kansas",,,48659
"G2000450","2010-2014","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",,,50732
"G2000470","2010-2014","KS",,,"Kansas","20","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20047","Edwards County, Kansas",,,47101
"G2000490","2010-2014","KS",,,"Kansas","20","Elk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20049","Elk County, Kansas",,,38182
"G2000510","2010-2014","KS",,,"Kansas","20","Ellis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20051","Ellis County, Kansas",,,45127
"G2000530","2010-2014","KS",,,"Kansas","20","Ellsworth County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20053","Ellsworth County, Kansas",,,45417
"G2000550","2010-2014","KS",,,"Kansas","20","Finney County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20055","Finney County, Kansas",,,47994
"G2000570","2010-2014","KS",,,"Kansas","20","Ford County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20057","Ford County, Kansas",,,51374
"G2000590","2010-2014","KS",,,"Kansas","20","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20059","Franklin County, Kansas",,,50415
"G2000610","2010-2014","KS",,,"Kansas","20","Geary County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20061","Geary County, Kansas",,,45660
"G2000630","2010-2014","KS",,,"Kansas","20","Gove County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20063","Gove County, Kansas",,,48276
"G2000650","2010-2014","KS",,,"Kansas","20","Graham County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20065","Graham County, Kansas",,,45192
"G2000670","2010-2014","KS",,,"Kansas","20","Grant County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20067","Grant County, Kansas",,,54478
"G2000690","2010-2014","KS",,,"Kansas","20","Gray County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20069","Gray County, Kansas",,,58656
"G2000710","2010-2014","KS",,,"Kansas","20","Greeley County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20071","Greeley County, Kansas",,,51023
"G2000730","2010-2014","KS",,,"Kansas","20","Greenwood County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20073","Greenwood County, Kansas",,,39286
"G2000750","2010-2014","KS",,,"Kansas","20","Hamilton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20075","Hamilton County, Kansas",,,44274
"G2000770","2010-2014","KS",,,"Kansas","20","Harper County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20077","Harper County, Kansas",,,41332
"G2000790","2010-2014","KS",,,"Kansas","20","Harvey County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20079","Harvey County, Kansas",,,49576
"G2000810","2010-2014","KS",,,"Kansas","20","Haskell County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20081","Haskell County, Kansas",,,55742
"G2000830","2010-2014","KS",,,"Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20083","Hodgeman County, Kansas",,,53190
"G2000850","2010-2014","KS",,,"Kansas","20","Jackson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20085","Jackson County, Kansas",,,55296
"G2000870","2010-2014","KS",,,"Kansas","20","Jefferson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20087","Jefferson County, Kansas",,,56531
"G2000890","2010-2014","KS",,,"Kansas","20","Jewell County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20089","Jewell County, Kansas",,,41042
"G2000910","2010-2014","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",,,75017
"G2000930","2010-2014","KS",,,"Kansas","20","Kearny County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20093","Kearny County, Kansas",,,54732
"G2000950","2010-2014","KS",,,"Kansas","20","Kingman County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20095","Kingman County, Kansas",,,50000
"G2000970","2010-2014","KS",,,"Kansas","20","Kiowa County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20097","Kiowa County, Kansas",,,41211
"G2000990","2010-2014","KS",,,"Kansas","20","Labette County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20099","Labette County, Kansas",,,41434
"G2001010","2010-2014","KS",,,"Kansas","20","Lane County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20101","Lane County, Kansas",,,54292
"G2001030","2010-2014","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",,,64909
"G2001050","2010-2014","KS",,,"Kansas","20","Lincoln County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20105","Lincoln County, Kansas",,,43487
"G2001070","2010-2014","KS",,,"Kansas","20","Linn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20107","Linn County, Kansas",,,46448
"G2001090","2010-2014","KS",,,"Kansas","20","Logan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20109","Logan County, Kansas",,,47073
"G2001110","2010-2014","KS",,,"Kansas","20","Lyon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20111","Lyon County, Kansas",,,40427
"G2001130","2010-2014","KS",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20113","McPherson County, Kansas",,,55437
"G2001150","2010-2014","KS",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20115","Marion County, Kansas",,,45964
"G2001170","2010-2014","KS",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20117","Marshall County, Kansas",,,44615
"G2001190","2010-2014","KS",,,"Kansas","20","Meade County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20119","Meade County, Kansas",,,51326
"G2001210","2010-2014","KS",,,"Kansas","20","Miami County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20121","Miami County, Kansas",,,60622
"G2001230","2010-2014","KS",,,"Kansas","20","Mitchell County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20123","Mitchell County, Kansas",,,46836
"G2001250","2010-2014","KS",,,"Kansas","20","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20125","Montgomery County, Kansas",,,40716
"G2001270","2010-2014","KS",,,"Kansas","20","Morris County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20127","Morris County, Kansas",,,48072
"G2001290","2010-2014","KS",,,"Kansas","20","Morton County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20129","Morton County, Kansas",,,45638
"G2001310","2010-2014","KS",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20131","Nemaha County, Kansas",,,47141
"G2001330","2010-2014","KS",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20133","Neosho County, Kansas",,,44879
"G2001350","2010-2014","KS",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20135","Ness County, Kansas",,,48021
"G2001370","2010-2014","KS",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20137","Norton County, Kansas",,,45484
"G2001390","2010-2014","KS",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20139","Osage County, Kansas",,,49716
"G2001410","2010-2014","KS",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20141","Osborne County, Kansas",,,38686
"G2001430","2010-2014","KS",,,"Kansas","20","Ottawa County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20143","Ottawa County, Kansas",,,60098
"G2001450","2010-2014","KS",,,"Kansas","20","Pawnee County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20145","Pawnee County, Kansas",,,40791
"G2001470","2010-2014","KS",,,"Kansas","20","Phillips County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20147","Phillips County, Kansas",,,44292
"G2001490","2010-2014","KS",,,"Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20149","Pottawatomie County, Kansas",,,60479
"G2001510","2010-2014","KS",,,"Kansas","20","Pratt County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20151","Pratt County, Kansas",,,49519
"G2001530","2010-2014","KS",,,"Kansas","20","Rawlins County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20153","Rawlins County, Kansas",,,43555
"G2001550","2010-2014","KS",,,"Kansas","20","Reno County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20155","Reno County, Kansas",,,44673
"G2001570","2010-2014","KS",,,"Kansas","20","Republic County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20157","Republic County, Kansas",,,40538
"G2001590","2010-2014","KS",,,"Kansas","20","Rice County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20159","Rice County, Kansas",,,46342
"G2001610","2010-2014","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",,,44522
"G2001630","2010-2014","KS",,,"Kansas","20","Rooks County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20163","Rooks County, Kansas",,,43816
"G2001650","2010-2014","KS",,,"Kansas","20","Rush County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20165","Rush County, Kansas",,,40746
"G2001670","2010-2014","KS",,,"Kansas","20","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20167","Russell County, Kansas",,,40369
"G2001690","2010-2014","KS",,,"Kansas","20","Saline County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20169","Saline County, Kansas",,,47745
"G2001710","2010-2014","KS",,,"Kansas","20","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20171","Scott County, Kansas",,,47079
"G2001730","2010-2014","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",,,50326
"G2001750","2010-2014","KS",,,"Kansas","20","Seward County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20175","Seward County, Kansas",,,48621
"G2001770","2010-2014","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",,,49695
"G2001790","2010-2014","KS",,,"Kansas","20","Sheridan County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20179","Sheridan County, Kansas",,,48750
"G2001810","2010-2014","KS",,,"Kansas","20","Sherman County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20181","Sherman County, Kansas",,,38528
"G2001830","2010-2014","KS",,,"Kansas","20","Smith County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20183","Smith County, Kansas",,,42174
"G2001850","2010-2014","KS",,,"Kansas","20","Stafford County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20185","Stafford County, Kansas",,,44180
"G2001870","2010-2014","KS",,,"Kansas","20","Stanton County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20187","Stanton County, Kansas",,,42146
"G2001890","2010-2014","KS",,,"Kansas","20","Stevens County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20189","Stevens County, Kansas",,,57614
"G2001910","2010-2014","KS",,,"Kansas","20","Sumner County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20191","Sumner County, Kansas",,,50310
"G2001930","2010-2014","KS",,,"Kansas","20","Thomas County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20193","Thomas County, Kansas",,,48649
"G2001950","2010-2014","KS",,,"Kansas","20","Trego County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20195","Trego County, Kansas",,,50670
"G2001970","2010-2014","KS",,,"Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20197","Wabaunsee County, Kansas",,,55018
"G2001990","2010-2014","KS",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20199","Wallace County, Kansas",,,48125
"G2002010","2010-2014","KS",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20201","Washington County, Kansas",,,42738
"G2002030","2010-2014","KS",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20203","Wichita County, Kansas",,,57266
"G2002050","2010-2014","KS",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20205","Wilson County, Kansas",,,38811
"G2002070","2010-2014","KS",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20207","Woodson County, Kansas",,,36863
"G2002090","2010-2014","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",,,39326
"G2100010","2010-2014","KY",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21001","Adair County, Kentucky",,,34490
"G2100030","2010-2014","KY",,,"Kentucky","21","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21003","Allen County, Kentucky",,,40273
"G2100050","2010-2014","KY",,,"Kentucky","21","Anderson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21005","Anderson County, Kentucky",,,53410
"G2100070","2010-2014","KY",,,"Kentucky","21","Ballard County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21007","Ballard County, Kentucky",,,42852
"G2100090","2010-2014","KY",,,"Kentucky","21","Barren County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21009","Barren County, Kentucky",,,38885
"G2100110","2010-2014","KY",,,"Kentucky","21","Bath County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21011","Bath County, Kentucky",,,33091
"G2100130","2010-2014","KY",,,"Kentucky","21","Bell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21013","Bell County, Kentucky",,,24976
"G2100150","2010-2014","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",,,67286
"G2100170","2010-2014","KY",,,"Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21017","Bourbon County, Kentucky",,,43521
"G2100190","2010-2014","KY",,,"Kentucky","21","Boyd County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21019","Boyd County, Kentucky",,,41739
"G2100210","2010-2014","KY",,,"Kentucky","21","Boyle County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21021","Boyle County, Kentucky",,,40853
"G2100230","2010-2014","KY",,,"Kentucky","21","Bracken County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21023","Bracken County, Kentucky",,,40194
"G2100250","2010-2014","KY",,,"Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21025","Breathitt County, Kentucky",,,26094
"G2100270","2010-2014","KY",,,"Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21027","Breckinridge County, Kentucky",,,40039
"G2100290","2010-2014","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",,,56199
"G2100310","2010-2014","KY",,,"Kentucky","21","Butler County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21031","Butler County, Kentucky",,,34581
"G2100330","2010-2014","KY",,,"Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21033","Caldwell County, Kentucky",,,40135
"G2100350","2010-2014","KY",,,"Kentucky","21","Calloway County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21035","Calloway County, Kentucky",,,38589
"G2100370","2010-2014","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",,,54482
"G2100390","2010-2014","KY",,,"Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21039","Carlisle County, Kentucky",,,39125
"G2100410","2010-2014","KY",,,"Kentucky","21","Carroll County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21041","Carroll County, Kentucky",,,39668
"G2100430","2010-2014","KY",,,"Kentucky","21","Carter County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21043","Carter County, Kentucky",,,37139
"G2100450","2010-2014","KY",,,"Kentucky","21","Casey County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21045","Casey County, Kentucky",,,30051
