GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNBE001,RNBE002,RNBE003,RNBE004,RNBE005,RNBE006,RNBE007,RNBE008,NAME_M,RNBM001,RNBM002,RNBM003,RNBM004,RNBM005,RNBM006,RNBM007,RNBM008
"G1300290","2005-2009","GA",,,"Georgia","13","Bryan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13029","Bryan County, Georgia",30033,1599,1355,978,859,1410,392,23440,"Bryan County, Georgia",70,530,457,586,354,457,229,1038
"G1300310","2005-2009","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",61335,9392,6482,3215,2222,3930,2126,33968,"Bulloch County, Georgia",2034,1608,982,789,519,792,643,1325
"G1300330","2005-2009","GA",,,"Georgia","13","Burke County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13033","Burke County, Georgia",22170,2070,3104,1462,2519,1714,778,10523,"Burke County, Georgia",368,386,551,450,694,566,333,851
"G1300350","2005-2009","GA",,,"Georgia","13","Butts County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13035","Butts County, Georgia",21579,958,1731,756,1867,1005,432,14830,"Butts County, Georgia",427,414,511,307,675,400,269,775
"G1300370","2005-2009","GA",,,"Georgia","13","Calhoun County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13037","Calhoun County, Georgia",4642,288,948,236,344,596,432,1798,"Calhoun County, Georgia",197,119,248,107,128,242,240,278
"G1300390","2005-2009","GA",,,"Georgia","13","Camden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13039","Camden County, Georgia",45552,2805,3323,2078,2108,3100,1534,30604,"Camden County, Georgia",394,724,701,552,594,745,504,1095
"G1300430","2005-2009","GA",,,"Georgia","13","Candler County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13043","Candler County, Georgia",9956,601,1475,373,980,1612,225,4690,"Candler County, Georgia",166,274,470,230,447,599,180,733
"G1300450","2005-2009","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",107571,7980,9461,5239,5069,8350,3550,67922,"Carroll County, Georgia",830,843,1069,1035,1071,1266,837,2327
"G1300470","2005-2009","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",61495,2180,4486,3765,2492,3977,2272,42323,"Catoosa County, Georgia",422,673,836,961,613,696,634,1341
"G1300490","2005-2009","GA",,,"Georgia","13","Charlton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13049","Charlton County, Georgia",9709,936,812,225,591,649,383,6113,"Charlton County, Georgia",417,374,323,132,255,257,217,645
"G1300510","2005-2009","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",240664,17587,19202,10651,12899,19154,7153,154018,"Chatham County, Georgia",1508,1629,1672,1439,1398,1831,1081,2621
"G1300530","2005-2009","GA",,,"Georgia","13","Chattahoochee County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13053","Chattahoochee County, Georgia",9710,762,854,341,413,607,28,6705,"Chattahoochee County, Georgia",1285,293,417,343,245,333,38,1210
"G1300550","2005-2009","GA",,,"Georgia","13","Chattooga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13055","Chattooga County, Georgia",25217,2312,2519,1857,1827,2713,416,13573,"Chattooga County, Georgia",232,571,621,574,472,713,181,923
"G1300570","2005-2009","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",199608,5064,9151,5666,6674,10222,4506,158325,"Cherokee County, Georgia",515,887,1236,949,1241,1401,818,2401
"G1300590","2005-2009","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",104059,22044,12315,4685,5341,6207,3226,50241,"Clarke County, Georgia",1333,1595,1407,728,946,891,615,1507
"G1300610","2005-2009","GA",,,"Georgia","13","Clay County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13061","Clay County, Georgia",3035,331,466,345,296,179,25,1393,"Clay County, Georgia",183,160,211,199,203,108,33,227
"G1300630","2005-2009","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",264243,17249,21109,14663,16985,21155,11318,161764,"Clayton County, Georgia",1377,1647,2218,1786,2297,2028,1649,3991
"G1300650","2005-2009","GA",,,"Georgia","13","Clinch County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13065","Clinch County, Georgia",6889,621,1155,542,779,189,388,3215,"Clinch County, Georgia",156,198,318,328,263,137,283,510
"G1300670","2005-2009","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",682869,29239,35066,19660,25614,31455,14287,527548,"Cobb County, Georgia",940,2391,2599,2359,2590,2419,1393,4398
"G1300690","2005-2009","GA",,,"Georgia","13","Coffee County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13069","Coffee County, Georgia",37723,3144,5207,2650,2090,4175,1407,19050,"Coffee County, Georgia",475,748,790,549,521,810,414,1174
"G1300710","2005-2009","GA",,,"Georgia","13","Colquitt County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13071","Colquitt County, Georgia",43838,2986,7020,3952,2371,3405,1827,22277,"Colquitt County, Georgia",412,623,1053,699,540,556,793,1292
"G1300730","2005-2009","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",107224,3830,3211,3925,3764,4954,3036,84504,"Columbia County, Georgia",286,751,588,903,746,1026,692,1529
"G1300750","2005-2009","GA",,,"Georgia","13","Cook County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13075","Cook County, Georgia",16002,1102,2295,1341,919,1327,628,8390,"Cook County, Georgia",339,375,473,410,342,404,253,698
"G1300770","2005-2009","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",117184,5913,6078,4079,4744,5919,3067,87384,"Coweta County, Georgia",342,1100,1072,937,940,968,829,1771
"G1300790","2005-2009","GA",,,"Georgia","13","Crawford County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13079","Crawford County, Georgia",12490,1692,1096,358,776,1109,111,7348,"Crawford County, Georgia",19,481,407,239,400,535,74,847
"G1300810","2005-2009","GA",,,"Georgia","13","Crisp County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13081","Crisp County, Georgia",21593,2721,3681,1515,1557,1146,566,10407,"Crisp County, Georgia",236,762,783,523,421,336,351,944
"G1300830","2005-2009","GA",,,"Georgia","13","Dade County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13083","Dade County, Georgia",15197,945,1402,758,973,1019,715,9385,"Dade County, Georgia",753,355,447,274,339,347,325,678
"G1300850","2005-2009","GA",,,"Georgia","13","Dawson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13085","Dawson County, Georgia",21167,1108,1214,764,838,2033,379,14831,"Dawson County, Georgia",160,440,536,378,461,741,237,941
"G1300870","2005-2009","GA",,,"Georgia","13","Decatur County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13087","Decatur County, Georgia",27279,2813,3249,2079,1681,2115,940,14402,"Decatur County, Georgia",331,649,564,530,690,757,391,1030
"G1300890","2005-2009","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",716209,51143,59147,31733,34733,48325,19272,471856,"DeKalb County, Georgia",1696,3396,3786,2919,2879,2953,2252,5439
"G1300910","2005-2009","GA",,,"Georgia","13","Dodge County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13091","Dodge County, Georgia",17048,1909,1896,1314,1388,1224,230,9087,"Dodge County, Georgia",1252,557,463,457,413,376,154,839
"G1300930","2005-2009","GA",,,"Georgia","13","Dooly County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13093","Dooly County, Georgia",9292,1199,1354,633,684,1041,117,4264,"Dooly County, Georgia",1323,321,429,269,254,350,79,1025
"G1300950","2005-2009","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",92286,11446,11848,6440,5065,7971,2134,47382,"Dougherty County, Georgia",563,1562,1382,986,864,1252,508,1883
"G1300970","2005-2009","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",121543,6143,7117,5439,4947,7553,2892,87452,"Douglas County, Georgia",296,1187,1006,1097,1065,1112,801,1951
"G1300990","2005-2009","GA",,,"Georgia","13","Early County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13099","Early County, Georgia",11536,1186,1925,756,404,1582,423,5260,"Early County, Georgia",293,455,525,243,259,678,254,563
"G1301010","2005-2009","GA",,,"Georgia","13","Echols County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13101","Echols County, Georgia",4157,623,700,85,314,264,89,2082,"Echols County, Georgia",132,392,357,132,240,254,126,420
"G1301030","2005-2009","GA",,,"Georgia","13","Effingham County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13103","Effingham County, Georgia",50121,1957,3353,1690,1709,4481,1118,35813,"Effingham County, Georgia",242,551,734,637,496,1223,492,1348
"G1301050","2005-2009","GA",,,"Georgia","13","Elbert County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13105","Elbert County, Georgia",20461,1843,2470,1325,1595,1842,1105,10281,"Elbert County, Georgia",157,404,542,497,439,511,384,793
"G1301070","2005-2009","GA",,,"Georgia","13","Emanuel County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13107","Emanuel County, Georgia",21617,1892,3477,2118,1717,2218,580,9615,"Emanuel County, Georgia",341,439,662,642,644,520,245,826
"G1301090","2005-2009","GA",,,"Georgia","13","Evans County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13109","Evans County, Georgia",10840,1185,1359,806,623,861,260,5746,"Evans County, Georgia",201,393,390,445,244,299,171,576
"G1301110","2005-2009","GA",,,"Georgia","13","Fannin County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13111","Fannin County, Georgia",22326,1004,2010,1201,1352,2453,814,13492,"Fannin County, Georgia",153,428,450,399,490,622,327,892
"G1301130","2005-2009","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",104491,1665,2854,1668,2884,4125,1874,89421,"Fayette County, Georgia",404,478,614,460,587,864,537,1477
"G1301150","2005-2009","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",91050,6019,11150,4774,4678,7316,3013,54100,"Floyd County, Georgia",978,959,1239,873,767,1246,611,1568
"G1301170","2005-2009","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",156987,4499,4026,2444,3375,5428,2234,134981,"Forsyth County, Georgia",432,1044,857,577,981,1079,608,1857
"G1301190","2005-2009","GA",,,"Georgia","13","Franklin County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13119","Franklin County, Georgia",21516,1268,2421,1079,1544,1579,613,13012,"Franklin County, Georgia",305,361,476,331,478,368,276,817
"G1301210","2005-2009","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",960205,76011,71897,40511,40388,49366,21145,660887,"Fulton County, Georgia",2843,4956,4078,3533,3262,3681,2330,6648
"G1301230","2005-2009","GA",,,"Georgia","13","Gilmer County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13123","Gilmer County, Georgia",27898,2068,3920,2318,2028,1636,1042,14886,"Gilmer County, Georgia",231,547,866,607,615,471,444,927
"G1301250","2005-2009","GA",,,"Georgia","13","Glascock County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13125","Glascock County, Georgia",2652,312,144,289,177,161,173,1396,"Glascock County, Georgia",139,193,76,125,88,104,95,230
"G1301270","2005-2009","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",73270,4312,6690,3107,3233,3950,2040,49938,"Glynn County, Georgia",514,713,961,652,693,837,722,1500
"G1301290","2005-2009","GA",,,"Georgia","13","Gordon County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13129","Gordon County, Georgia",50721,2362,5680,3405,3560,3729,1251,30734,"Gordon County, Georgia",708,572,1118,751,726,672,480,1418
"G1301310","2005-2009","GA",,,"Georgia","13","Grady County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13131","Grady County, Georgia",24632,2353,3102,1610,1267,2441,882,12977,"Grady County, Georgia",188,612,666,507,386,534,374,883
"G1301330","2005-2009","GA",,,"Georgia","13","Greene County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13133","Greene County, Georgia",15398,1032,2260,848,769,1374,847,8268,"Greene County, Georgia",132,333,497,341,340,391,347,738
"G1301350","2005-2009","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",759619,30157,42162,30105,31355,42741,20639,562460,"Gwinnett County, Georgia",1473,2324,3091,2855,2584,2988,2426,4934
"G1301370","2005-2009","GA",,,"Georgia","13","Habersham County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13137","Habersham County, Georgia",37314,1876,4746,1544,2454,2914,1418,22362,"Habersham County, Georgia",2865,645,717,439,528,630,528,2307
"G1301390","2005-2009","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",173156,8423,15411,9188,10056,13391,5266,111421,"Hall County, Georgia",878,1481,1914,1591,1675,1614,1016,2882
"G1301410","2005-2009","GA",,,"Georgia","13","Hancock County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13141","Hancock County, Georgia",8016,555,1186,1424,431,1235,444,2741,"Hancock County, Georgia",331,220,369,426,259,444,272,490
"G1301430","2005-2009","GA",,,"Georgia","13","Haralson County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13143","Haralson County, Georgia",27606,2119,3076,1517,1300,2113,1087,16394,"Haralson County, Georgia",1279,530,678,524,642,580,412,1562
"G1301450","2005-2009","GA",,,"Georgia","13","Harris County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13145","Harris County, Georgia",28280,1456,1420,1069,949,1686,521,21179,"Harris County, Georgia",380,574,439,349,384,501,223,1039
"G1301470","2005-2009","GA",,,"Georgia","13","Hart County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13147","Hart County, Georgia",23508,2370,2259,1001,2031,1544,963,13340,"Hart County, Georgia",379,690,456,357,524,577,339,953
"G1301490","2005-2009","GA",,,"Georgia","13","Heard County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13149","Heard County, Georgia",11305,879,1143,677,303,1110,512,6681,"Heard County, Georgia",164,338,401,267,134,558,262,659
"G1301510","2005-2009","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",181579,6594,6503,4622,6249,8689,4399,144523,"Henry County, Georgia",386,1252,1106,899,1315,1181,853,2411
"G1301530","2005-2009","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",128426,8034,7689,4103,5366,6685,4006,92543,"Houston County, Georgia",798,1280,1026,694,877,1142,911,2223
"G1301550","2005-2009","GA",,,"Georgia","13","Irwin County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13155","Irwin County, Georgia",9646,1768,1327,551,610,658,334,4398,"Irwin County, Georgia",559,1612,535,294,373,293,198,1758
"G1301570","2005-2009","GA",,,"Georgia","13","Jackson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13157","Jackson County, Georgia",58019,2998,5526,2972,2306,4143,1922,38152,"Jackson County, Georgia",259,835,1209,795,585,851,596,1464
"G1301590","2005-2009","GA",,,"Georgia","13","Jasper County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13159","Jasper County, Georgia",13485,910,1388,764,177,1321,439,8486,"Jasper County, Georgia",160,489,483,332,118,423,263,747
"G1301610","2005-2009","GA",,,"Georgia","13","Jeff Davis County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13161","Jeff Davis County, Georgia",13205,1092,1840,722,1190,1262,935,6164,"Jeff Davis County, Georgia",162,376,580,319,531,434,497,662
"G1301630","2005-2009","GA",,,"Georgia","13","Jefferson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13163","Jefferson County, Georgia",16058,1717,2830,968,972,1403,359,7809,"Jefferson County, Georgia",375,481,497,316,294,394,243,634
"G1301650","2005-2009","GA",,,"Georgia","13","Jenkins County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13165","Jenkins County, Georgia",8432,299,1426,620,614,1144,511,3818,"Jenkins County, Georgia",151,140,477,278,322,542,453,737
"G1301670","2005-2009","GA",,,"Georgia","13","Johnson County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13167","Johnson County, Georgia",7723,818,1268,630,462,626,328,3591,"Johnson County, Georgia",423,327,366,322,241,237,234,472
"G1301690","2005-2009","GA",,,"Georgia","13","Jones County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13169","Jones County, Georgia",26504,1756,2105,1225,1200,1694,2050,16474,"Jones County, Georgia",950,608,654,529,504,661,696,1122
"G1301710","2005-2009","GA",,,"Georgia","13","Lamar County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13171","Lamar County, Georgia",16403,1436,2002,1432,1088,811,761,8873,"Lamar County, Georgia",400,526,534,464,441,396,333,783
"G1301730","2005-2009","GA",,,"Georgia","13","Lanier County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13173","Lanier County, Georgia",7576,920,583,753,569,754,74,3923,"Lanier County, Georgia",333,450,201,352,246,329,73,581
"G1301750","2005-2009","GA",,,"Georgia","13","Laurens County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13175","Laurens County, Georgia",46384,4756,5402,2239,3690,3643,1478,25176,"Laurens County, Georgia",394,826,760,535,766,648,410,1194
"G1301770","2005-2009","GA",,,"Georgia","13","Lee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13177","Lee County, Georgia",31867,758,1828,1601,1362,1465,1142,23711,"Lee County, Georgia",391,312,643,634,839,557,389,1080
"G1301790","2005-2009","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13179","Liberty County, Georgia",59108,4697,5619,4223,3153,5564,2556,33296,"Liberty County, Georgia",656,795,858,1016,711,893,814,1483
"G1301810","2005-2009","GA",,,"Georgia","13","Lincoln County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13181","Lincoln County, Georgia",7967,598,1230,401,741,618,235,4144,"Lincoln County, Georgia",116,258,294,196,265,301,105,382
"G1301830","2005-2009","GA",,,"Georgia","13","Long County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13183","Long County, Georgia",11097,646,1254,675,579,1253,539,6151,"Long County, Georgia",188,269,421,348,366,446,278,559
"G1301850","2005-2009","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",97887,9981,9465,5885,5721,8437,2790,55608,"Lowndes County, Georgia",811,1127,1132,904,839,1155,620,1554
"G1301870","2005-2009","GA",,,"Georgia","13","Lumpkin County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13187","Lumpkin County, Georgia",24637,1749,2054,1070,1346,1809,1236,15373,"Lumpkin County, Georgia",497,448,626,514,443,515,511,1040
"G1301890","2005-2009","GA",,,"Georgia","13","McDuffie County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13189","McDuffie County, Georgia",21203,1702,2943,1011,985,2215,848,11499,"McDuffie County, Georgia",259,664,576,368,298,626,374,827
"G1301910","2005-2009","GA",,,"Georgia","13","McIntosh County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13191","McIntosh County, Georgia",11242,721,1245,684,663,877,453,6599,"McIntosh County, Georgia",32,287,448,251,239,348,213,634
"G1301930","2005-2009","GA",,,"Georgia","13","Macon County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13193","Macon County, Georgia",11677,1459,2080,441,1287,996,423,4991,"Macon County, Georgia",521,488,622,253,473,327,237,619
"G1301950","2005-2009","GA",,,"Georgia","13","Madison County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13195","Madison County, Georgia",27281,1775,2827,2247,2046,1324,744,16318,"Madison County, Georgia",206,427,635,695,622,404,323,958
"G1301970","2005-2009","GA",,,"Georgia","13","Marion County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13197","Marion County, Georgia",7000,1051,970,286,315,400,205,3773,"Marion County, Georgia",23,442,471,198,212,179,130,482
"G1301990","2005-2009","GA",,,"Georgia","13","Meriwether County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13199","Meriwether County, Georgia",21504,1571,2165,1143,1837,2086,908,11794,"Meriwether County, Georgia",632,461,552,348,488,545,457,724
"G1302010","2005-2009","GA",,,"Georgia","13","Miller County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13201","Miller County, Georgia",5954,441,605,534,123,510,552,3189,"Miller County, Georgia",172,190,164,241,85,185,302,370
"G1302050","2005-2009","GA",,,"Georgia","13","Mitchell County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13205","Mitchell County, Georgia",22338,2105,2550,1752,1391,2030,870,11640,"Mitchell County, Georgia",257,543,562,557,397,544,376,927
"G1302070","2005-2009","GA",,,"Georgia","13","Monroe County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13207","Monroe County, Georgia",23303,935,1823,1214,1672,1330,411,15918,"Monroe County, Georgia",662,313,629,525,744,407,296,1204
"G1302090","2005-2009","GA",,,"Georgia","13","Montgomery County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13209","Montgomery County, Georgia",7927,590,1012,596,375,588,351,4415,"Montgomery County, Georgia",497,221,300,228,196,240,173,488
"G1302110","2005-2009","GA",,,"Georgia","13","Morgan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13211","Morgan County, Georgia",17627,775,1796,861,846,973,495,11881,"Morgan County, Georgia",327,345,371,307,340,352,229,642
"G1302130","2005-2009","GA",,,"Georgia","13","Murray County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13213","Murray County, Georgia",40306,2552,3925,3317,2856,3912,2158,21586,"Murray County, Georgia",144,801,806,842,618,885,722,1417
"G1302150","2005-2009","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",171143,15941,16101,9116,8900,11996,4530,104559,"Muscogee County, Georgia",2306,1544,1502,1195,1043,1416,775,2841
"G1302170","2005-2009","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",92160,4816,5756,4145,5261,6229,1941,64012,"Newton County, Georgia",920,855,1026,1053,1109,1043,564,1843
"G1302190","2005-2009","GA",,,"Georgia","13","Oconee County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13219","Oconee County, Georgia",31372,883,1285,1145,968,2020,623,24448,"Oconee County, Georgia",66,409,405,392,458,602,250,794
"G1302210","2005-2009","GA",,,"Georgia","13","Oglethorpe County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13221","Oglethorpe County, Georgia",13917,1159,1227,383,746,1082,406,8914,"Oglethorpe County, Georgia",132,318,410,264,437,479,308,706
"G1302230","2005-2009","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",125082,5036,5315,4788,4330,8592,2740,94281,"Paulding County, Georgia",372,1151,1409,1574,1101,1954,639,2697
"G1302250","2005-2009","GA",,,"Georgia","13","Peach County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13225","Peach County, Georgia",23449,2436,2957,1028,894,1578,763,13793,"Peach County, Georgia",2832,551,1001,366,269,792,423,1329
"G1302270","2005-2009","GA",,,"Georgia","13","Pickens County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13227","Pickens County, Georgia",29695,1082,2182,812,1964,1844,621,21190,"Pickens County, Georgia",210,364,555,316,703,477,292,922
"G1302290","2005-2009","GA",,,"Georgia","13","Pierce County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13229","Pierce County, Georgia",17478,1657,1476,941,961,1731,350,10362,"Pierce County, Georgia",405,476,484,380,417,651,173,793
"G1302310","2005-2009","GA",,,"Georgia","13","Pike County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13231","Pike County, Georgia",16725,660,1100,795,550,1217,433,11970,"Pike County, Georgia",181,345,409,388,242,496,217,712
"G1302330","2005-2009","GA",,,"Georgia","13","Polk County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13233","Polk County, Georgia",40617,3003,3834,2865,2821,3346,1521,23227,"Polk County, Georgia",296,750,792,820,709,844,471,1213
"G1302350","2005-2009","GA",,,"Georgia","13","Pulaski County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13235","Pulaski County, Georgia",8701,1124,947,401,881,429,316,4603,"Pulaski County, Georgia",186,541,466,205,559,236,217,529
"G1302370","2005-2009","GA",,,"Georgia","13","Putnam County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13237","Putnam County, Georgia",19806,972,1742,1277,2006,1723,283,11803,"Putnam County, Georgia",253,368,475,504,779,536,199,804
"G1302390","2005-2009","GA",,,"Georgia","13","Quitman County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13239","Quitman County, Georgia",2637,269,228,316,272,242,77,1233,"Quitman County, Georgia",15,210,87,182,138,108,62,273
"G1302410","2005-2009","GA",,,"Georgia","13","Rabun County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13241","Rabun County, Georgia",16272,851,1765,804,1458,1111,720,9563,"Rabun County, Georgia",153,289,417,270,450,365,377,815
