GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNBE001,RNBE002,RNBE003,RNBE004,RNBE005,RNBE006,RNBE007,RNBE008,NAME_M,RNBM001,RNBM002,RNBM003,RNBM004,RNBM005,RNBM006,RNBM007,RNBM008
"G0400120","2005-2009","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012","La Paz County, Arizona",19685,1432,2447,1505,2222,1889,993,9197,"La Paz County, Arizona",252,352,548,494,606,603,337,761
"G0400130","2005-2009","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013","Maricopa County, Arizona",3809907,235805,272917,169310,173420,242922,109352,2606181,"Maricopa County, Arizona",2640,6805,7945,6621,5127,7509,4812,12596
"G0400150","2005-2009","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015","Mohave County, Arizona",188738,12793,16371,10503,11722,15567,6845,114937,"Mohave County, Arizona",630,1342,1566,1456,1323,1950,1084,2672
"G0400170","2005-2009","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017","Navajo County, Arizona",108369,13344,13342,6536,7038,8708,4192,55209,"Navajo County, Arizona",440,1507,1838,1176,1137,1346,1007,2231
"G0400190","2005-2009","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019","Pima County, Arizona",970166,68429,84168,48472,50488,69137,28693,620779,"Pima County, Arizona",1601,3477,3684,2883,3428,3944,2264,5045
"G0400210","2005-2009","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021","Pinal County, Arizona",273791,16856,21092,12823,13948,22449,8246,178377,"Pinal County, Arizona",1972,1781,2099,1496,1598,2168,1281,3624
"G0400230","2005-2009","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023","Santa Cruz County, Arizona",42288,2057,7282,2919,4160,2858,1633,21379,"Santa Cruz County, Arizona",236,682,1362,905,947,721,697,1273
"G0400250","2005-2009","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025","Yavapai County, Arizona",206323,11953,14165,10667,10656,15866,7228,135788,"Yavapai County, Arizona",590,1293,1552,1580,1350,1764,1461,2789
"G0400270","2005-2009","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027","Yuma County, Arizona",182891,14284,22090,14567,12384,18327,6032,95207,"Yuma County, Arizona",722,1615,2410,1587,1705,1909,913,2616
"G0500010","2005-2009","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001","Arkansas County, Arkansas",18441,1153,2235,1515,980,1472,633,10453,"Arkansas County, Arkansas",348,326,418,500,316,425,259,511
"G0500030","2005-2009","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003","Ashley County, Arkansas",21637,1485,2908,1369,1354,2388,1129,11004,"Ashley County, Arkansas",848,442,616,420,419,479,475,790
"G0500050","2005-2009","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005","Baxter County, Arkansas",40593,1244,4934,2485,2878,4059,1541,23452,"Baxter County, Arkansas",317,302,847,628,572,592,321,1081
"G0500070","2005-2009","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007","Benton County, Arkansas",206527,8849,14346,11685,10256,14322,6683,140386,"Benton County, Arkansas",698,1258,1419,2507,1276,1395,1017,2655
"G0500090","2005-2009","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009","Boone County, Arkansas",35423,1849,3814,1671,2099,3067,1244,21679,"Boone County, Arkansas",431,438,708,466,575,663,522,1072
"G0500110","2005-2009","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011","Bradley County, Arkansas",11856,1720,2420,849,1006,827,287,4747,"Bradley County, Arkansas",173,746,835,254,366,327,150,1189
"G0500130","2005-2009","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013","Calhoun County, Arkansas",5411,445,410,578,391,417,302,2868,"Calhoun County, Arkansas",119,210,123,249,215,149,143,311
"G0500150","2005-2009","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015","Carroll County, Arkansas",26787,1968,2956,2419,1330,2425,1054,14635,"Carroll County, Arkansas",377,499,611,476,368,482,343,839
"G0500170","2005-2009","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017","Chicot County, Arkansas",11355,1608,2686,911,1006,697,356,4091,"Chicot County, Arkansas",286,398,430,278,316,257,170,466
"G0500190","2005-2009","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019","Clark County, Arkansas",20076,2797,2501,1157,1059,1355,763,10444,"Clark County, Arkansas",1649,1122,783,466,377,294,312,1474
"G0500210","2005-2009","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021","Clay County, Arkansas",16028,1039,2094,1285,1188,1452,601,8369,"Clay County, Arkansas",17,237,362,295,323,328,270,491
"G0500230","2005-2009","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023","Cleburne County, Arkansas",24388,1273,2660,1339,1428,1952,1017,14719,"Cleburne County, Arkansas",1100,437,610,416,371,443,296,1086
"G0500250","2005-2009","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025","Cleveland County, Arkansas",8630,865,596,402,620,815,249,5083,"Cleveland County, Arkansas",119,231,189,166,219,272,132,349
"G0500270","2005-2009","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027","Columbia County, Arkansas",22711,1848,2636,1675,1073,1875,1026,12578,"Columbia County, Arkansas",452,418,547,434,319,416,334,778
"G0500290","2005-2009","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029","Conway County, Arkansas",20493,1541,1890,1303,1674,1791,733,11561,"Conway County, Arkansas",147,437,398,318,412,358,273,618
"G0500310","2005-2009","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031","Craighead County, Arkansas",87826,6383,9006,4701,4592,6349,2589,54206,"Craighead County, Arkansas",718,1000,1069,975,666,829,691,1621
"G0500330","2005-2009","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033","Crawford County, Arkansas",58500,3596,7703,3328,3297,5983,2288,32305,"Crawford County, Arkansas",188,917,1139,831,685,1042,570,1532
"G0500350","2005-2009","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035","Crittenden County, Arkansas",51348,5642,7790,3183,2625,4287,1926,25895,"Crittenden County, Arkansas",334,950,1019,752,634,811,586,1084
"G0500370","2005-2009","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037","Cross County, Arkansas",18428,1121,1883,1319,1479,2084,271,10271,"Cross County, Arkansas",236,309,371,541,538,509,190,674
"G0500390","2005-2009","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039","Dallas County, Arkansas",7729,831,714,795,520,664,191,4014,"Dallas County, Arkansas",384,329,206,270,290,237,163,450
"G0500410","2005-2009","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041","Desha County, Arkansas",13737,1303,2816,846,1324,972,295,6181,"Desha County, Arkansas",119,306,548,302,360,272,131,402
"G0500430","2005-2009","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043","Drew County, Arkansas",17684,1903,2225,1222,1237,907,697,9493,"Drew County, Arkansas",539,566,536,327,371,330,273,725
"G0500450","2005-2009","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045","Faulkner County, Arkansas",99643,7525,8281,4779,4679,5747,2572,66060,"Faulkner County, Arkansas",754,929,909,759,822,771,541,1745
"G0500470","2005-2009","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047","Franklin County, Arkansas",17958,1341,2243,1581,1312,1622,522,9337,"Franklin County, Arkansas",100,389,606,515,408,564,258,812
"G0500490","2005-2009","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049","Fulton County, Arkansas",11349,259,1964,504,918,861,387,6456,"Fulton County, Arkansas",326,187,497,229,345,317,240,734
"G0500510","2005-2009","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",94197,5530,9475,6262,5537,7975,3509,55909,"Garland County, Arkansas",975,786,1073,1006,985,1112,653,1947
"G0500530","2005-2009","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053","Grant County, Arkansas",17323,628,1027,748,1125,1169,331,12295,"Grant County, Arkansas",251,285,340,357,382,303,168,750
"G0500550","2005-2009","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055","Greene County, Arkansas",39024,2986,4089,2811,2496,2800,1417,22425,"Greene County, Arkansas",527,697,733,676,573,616,436,1082
"G0500570","2005-2009","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057","Hempstead County, Arkansas",21704,2405,2635,1083,2053,1835,366,11327,"Hempstead County, Arkansas",1324,546,719,311,586,542,152,1162
"G0500590","2005-2009","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059","Hot Spring County, Arkansas",30628,1711,2631,1940,2291,3100,1431,17524,"Hot Spring County, Arkansas",238,399,558,471,558,642,648,935
"G0500610","2005-2009","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061","Howard County, Arkansas",13994,797,2249,1007,790,1196,725,7230,"Howard County, Arkansas",279,263,417,270,360,340,274,617
"G0500630","2005-2009","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063","Independence County, Arkansas",33453,1635,4270,2166,2427,2307,1151,19497,"Independence County, Arkansas",338,403,709,504,581,480,342,1047
"G0500650","2005-2009","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065","Izard County, Arkansas",12416,904,1589,909,865,1148,611,6390,"Izard County, Arkansas",398,290,290,286,255,332,237,429
"G0500670","2005-2009","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067","Jackson County, Arkansas",14857,1555,2778,1063,1119,1165,486,6691,"Jackson County, Arkansas",306,390,507,328,319,261,284,569
"G0500690","2005-2009","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",75335,7755,8984,5422,4042,4787,2835,41510,"Jefferson County, Arkansas",984,1102,1249,871,797,823,931,1549
"G0500710","2005-2009","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071","Johnson County, Arkansas",23856,1635,3156,1296,1569,2811,913,12476,"Johnson County, Arkansas",481,443,666,258,454,557,341,933
"G0500730","2005-2009","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073","Lafayette County, Arkansas",7674,509,1116,880,835,778,355,3201,"Lafayette County, Arkansas",69,203,295,286,304,327,179,403
"G0500750","2005-2009","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075","Lawrence County, Arkansas",15932,1346,2439,1049,990,1548,789,7771,"Lawrence County, Arkansas",699,283,533,233,237,381,247,660
"G0500770","2005-2009","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077","Lee County, Arkansas",9265,1713,1092,743,627,729,430,3931,"Lee County, Arkansas",200,436,319,293,270,241,270,533
"G0500790","2005-2009","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079","Lincoln County, Arkansas",11353,804,1961,838,1135,669,303,5643,"Lincoln County, Arkansas",340,297,523,314,396,287,155,666
"G0500810","2005-2009","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081","Little River County, Arkansas",12558,700,1558,778,1327,1121,425,6649,"Little River County, Arkansas",187,260,422,238,449,292,229,562
"G0500830","2005-2009","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083","Logan County, Arkansas",22422,1464,2404,1486,1289,2024,1333,12422,"Logan County, Arkansas",113,479,477,472,404,406,375,762
"G0500850","2005-2009","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",62663,2839,4851,3380,2458,3574,1698,43863,"Lonoke County, Arkansas",403,631,695,891,580,656,578,1336
"G0500870","2005-2009","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087","Madison County, Arkansas",15180,1028,1649,835,724,1607,638,8699,"Madison County, Arkansas",179,298,425,277,241,486,310,577
"G0500890","2005-2009","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089","Marion County, Arkansas",16443,943,2051,724,1220,1694,745,9066,"Marion County, Arkansas",201,310,448,223,420,394,296,721
"G0500910","2005-2009","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091","Miller County, Arkansas",41697,3416,4130,2082,2200,3949,1317,24603,"Miller County, Arkansas",349,661,712,446,515,819,381,1308
"G0500930","2005-2009","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093","Mississippi County, Arkansas",46088,6111,5498,2784,2828,4784,910,23173,"Mississippi County, Arkansas",358,987,836,569,596,1081,348,1106
"G0500950","2005-2009","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095","Monroe County, Arkansas",8383,864,1051,878,214,1220,640,3516,"Monroe County, Arkansas",179,267,303,268,98,350,249,395
"G0500970","2005-2009","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097","Montgomery County, Arkansas",9011,606,934,659,752,687,187,5186,"Montgomery County, Arkansas",77,233,275,245,267,225,141,404
"G0500990","2005-2009","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099","Nevada County, Arkansas",9180,977,984,792,310,666,400,5051,"Nevada County, Arkansas",171,284,305,336,133,263,335,482
"G0501010","2005-2009","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101","Newton County, Arkansas",8278,806,1060,973,416,682,412,3929,"Newton County, Arkansas",37,393,227,290,182,231,178,489
"G0501030","2005-2009","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103","Ouachita County, Arkansas",25418,1941,3215,2661,1727,2577,698,12599,"Ouachita County, Arkansas",248,404,562,532,377,499,251,763
"G0501050","2005-2009","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105","Perry County, Arkansas",10279,333,1133,680,534,793,497,6309,"Perry County, Arkansas",23,146,322,234,237,290,284,451
"G0501070","2005-2009","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107","Phillips County, Arkansas",21663,2765,4733,1957,1887,1994,651,7676,"Phillips County, Arkansas",232,638,782,440,445,456,298,686
"G0501090","2005-2009","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109","Pike County, Arkansas",10686,596,1319,804,663,1032,340,5932,"Pike County, Arkansas",102,263,352,193,238,350,166,454
"G0501110","2005-2009","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111","Poinsett County, Arkansas",24422,2311,3695,1305,2236,2379,854,11642,"Poinsett County, Arkansas",269,530,677,326,537,424,320,682
"G0501130","2005-2009","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113","Polk County, Arkansas",19674,1615,2144,1210,1365,1815,968,10557,"Polk County, Arkansas",400,443,394,325,384,432,321,725
"G0501150","2005-2009","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115","Pope County, Arkansas",57642,3811,6512,3421,3499,4858,2447,33094,"Pope County, Arkansas",500,728,856,684,724,900,599,1437
"G0501170","2005-2009","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117","Prairie County, Arkansas",8556,593,998,469,573,1139,421,4363,"Prairie County, Arkansas",255,130,267,180,165,335,151,434
"G0501190","2005-2009","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",368911,24123,32684,16465,18236,25158,9939,242306,"Pulaski County, Arkansas",965,2011,2378,1678,1651,2126,1336,3653
"G0501210","2005-2009","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121","Randolph County, Arkansas",17716,1291,2088,1284,1136,1225,895,9797,"Randolph County, Arkansas",364,378,375,276,293,314,354,701
"G0501230","2005-2009","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123","St. Francis County, Arkansas",22961,3505,3547,1568,1694,2287,978,9382,"St. Francis County, Arkansas",399,578,659,414,431,572,339,632
"G0501250","2005-2009","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",93542,3805,5896,3741,3977,5960,2383,67780,"Saline County, Arkansas",392,790,994,762,787,844,515,2036
"G0501270","2005-2009","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127","Scott County, Arkansas",10879,878,1975,638,692,1340,328,5028,"Scott County, Arkansas",219,428,487,265,265,441,172,569
"G0501290","2005-2009","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129","Searcy County, Arkansas",7797,761,748,951,483,911,282,3661,"Searcy County, Arkansas",167,236,144,304,196,298,237,452
"G0501310","2005-2009","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",119406,7561,12773,6437,8978,9544,5172,68941,"Sebastian County, Arkansas",1190,982,1582,900,1259,1274,947,1994
"G0501330","2005-2009","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133","Sevier County, Arkansas",16284,1249,1944,2213,1265,1150,800,7663,"Sevier County, Arkansas",207,516,604,580,365,328,469,692
"G0501350","2005-2009","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135","Sharp County, Arkansas",17225,1332,2203,1290,1510,1679,677,8534,"Sharp County, Arkansas",359,376,420,369,324,364,314,629
"G0501370","2005-2009","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137","Stone County, Arkansas",11781,922,2008,880,815,1415,178,5563,"Stone County, Arkansas",191,287,484,268,282,487,127,685
"G0501390","2005-2009","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139","Union County, Arkansas",42226,4226,4488,2973,2164,3786,803,23786,"Union County, Arkansas",538,820,731,615,492,659,275,1100
"G0501410","2005-2009","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141","Van Buren County, Arkansas",16211,1039,1873,965,1082,1214,1131,8907,"Van Buren County, Arkansas",193,390,632,412,339,380,363,841
"G0501430","2005-2009","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",186554,12690,17818,11150,10006,14158,6169,114563,"Washington County, Arkansas",1111,1431,1869,1391,1403,1507,1009,2515
"G0501450","2005-2009","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",69182,4307,7043,4371,4793,5169,2843,40656,"White County, Arkansas",589,613,856,706,892,745,763,1551
"G0501470","2005-2009","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147","Woodruff County, Arkansas",7644,913,1066,389,766,809,252,3449,"Woodruff County, Arkansas",45,208,249,135,244,187,103,302
"G0501490","2005-2009","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149","Yell County, Arkansas",21549,948,2743,1869,1552,2887,960,10590,"Yell County, Arkansas",218,298,549,382,452,785,535,799
"G0600010","2005-2009","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",1429094,71939,84476,51974,54523,68214,30398,1067570,"Alameda County, California",3013,3422,4029,3034,3095,3573,2642,7017
