GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,AMAXE001,AMAXE002,AMAXE003,AMAXE004,AMAXE005,AMAXE006,AMAXE007,AMAXE008,AMAXE009,AMAXE010,AMAXE011,AMAXE012,AMAXE013,AMAXE014,AMAXE015,AMAXE016,AMAXE017,AMAXE018,AMAXE019,AMAXE020,AMAXE021,AMAXE022,AMAXE023,AMAXE024,AMAXE025,AMAXE026,AMAXE027,AMAXE028,AMAXE029,AMAXE030,AMAXE031,AMAXE032,AMAXE033,AMAXE034,AMAXE035,AMAXE036,AMAXE037,AMAXE038,AMAXE039,AMAXE040,AMAXE041,AMAXE042,AMAXE043,AMAXE044,AMAXE045,AMAXE046,AMAXE047,AMAXE048,AMAXE049,AMAXE050,AMAXE051,AMAXE052,AMAXE053,AMAXE054,AMAXE055,AMAXE056,AMAXE057
"G3901270","2015-2019","OH",,,"Ohio","39","Perry County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39127","Perry County, Ohio",,34790,17404,3566,235,935,1159,755,205,79,104,94,374,22,144,102,0,42,29,0,35,13464,300,66,0,31,160,965,1984,9958,17386,3840,179,973,1121,751,331,155,94,236,367,3,89,147,34,13,33,30,18,13179,199,31,15,7,56,752,1995,10124
"G3901290","2015-2019","OH",,,"Ohio","39","Pickaway County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39129","Pickaway County, Ohio",,55917,29482,5600,171,1247,1693,1199,481,336,193,280,733,24,202,163,111,39,98,74,22,23149,363,128,36,34,301,1676,4167,16444,26435,5400,116,1379,1654,994,306,324,217,410,646,53,154,145,63,44,69,9,109,20389,501,177,31,33,234,1087,2903,15423
"G3901310","2015-2019","OH",,,"Ohio","39","Pike County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39131","Pike County, Ohio",,27088,13322,3003,101,832,991,604,247,153,10,65,111,23,71,0,9,0,0,8,0,10208,184,25,17,0,49,648,1674,7611,13766,2952,193,900,708,660,179,74,86,152,198,32,16,26,0,0,52,41,31,10616,179,5,12,1,85,611,1488,8235
"G3901330","2015-2019","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",,158169,77321,18849,517,3581,3783,2690,2589,3876,1261,552,2024,269,358,369,217,261,305,90,155,56448,786,412,228,102,696,4726,8172,41326,80848,21382,587,3347,3983,2616,3642,4827,1370,1010,2721,332,492,345,249,266,602,117,318,56745,664,237,103,85,649,4067,7425,43515
"G3901350","2015-2019","OH",,,"Ohio","39","Preble County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39135","Preble County, Ohio",,39661,19648,3917,77,1010,1342,716,272,232,179,89,510,16,119,145,123,48,4,22,33,15221,337,57,36,91,192,826,2053,11629,20013,4147,154,892,1190,814,255,415,250,177,507,36,138,156,21,17,46,28,65,15359,228,121,26,0,130,577,2014,12263
"G3901370","2015-2019","OH",,,"Ohio","39","Putnam County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39137","Putnam County, Ohio",,32590,16267,3645,90,1093,1068,703,299,264,98,30,458,86,122,164,0,16,42,16,12,12164,269,102,16,0,53,677,1772,9275,16323,3603,72,1052,1095,653,265,256,105,105,591,70,160,76,15,19,160,16,75,12129,363,44,14,8,67,556,1711,9366
"G3901390","2015-2019","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",,117172,59423,10336,417,2507,3372,2021,741,518,333,427,2699,169,656,632,202,153,313,247,327,46388,867,263,102,147,548,3477,7906,33078,57749,10639,300,2540,3433,1826,739,719,556,526,2441,148,588,404,308,82,297,263,351,44669,1097,170,71,94,416,2186,5695,34940
"G3901410","2015-2019","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",,74595,39106,7506,271,2026,2168,1417,486,524,308,306,1032,36,219,245,50,80,89,181,132,30568,634,143,14,105,247,1827,5137,22461,35489,6980,170,1950,2111,1415,418,325,241,350,763,42,164,67,20,38,92,60,280,27746,680,130,93,18,213,1554,3874,21184
"G3901430","2015-2019","OH",,,"Ohio","39","Sandusky County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39143","Sandusky County, Ohio",,57060,28375,6090,244,1558,1893,1221,509,293,163,209,847,142,187,220,71,19,96,33,79,21438,426,101,37,38,221,1183,3177,16255,28685,5612,144,1396,1608,1021,342,467,315,319,979,165,227,192,130,28,56,72,109,22094,209,124,65,6,311,1113,2783,17483
"G3901450","2015-2019","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,73361,36115,7964,459,2198,2247,1372,722,589,188,189,715,13,127,137,164,109,91,16,58,27436,426,19,14,0,218,1789,5033,19937,37246,7471,234,1835,2107,1372,646,781,285,211,817,162,172,151,40,71,72,22,127,28958,411,206,10,35,262,1263,4356,22415
"G3901470","2015-2019","OH",,,"Ohio","39","Seneca County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39147","Seneca County, Ohio",,53707,26783,5485,374,1334,1779,1118,277,230,192,181,1802,44,236,139,71,521,668,68,55,19496,283,97,19,19,264,1133,3019,14662,26924,5100,190,1381,1492,1033,320,264,132,288,1868,42,196,171,41,629,533,129,127,19956,398,34,31,22,110,994,2824,15543
"G3901490","2015-2019","OH",,,"Ohio","39","Shelby County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39149","Shelby County, Ohio",,46668,23534,5394,207,1519,1649,1076,387,235,107,214,604,65,162,138,73,43,30,44,49,17536,349,135,0,8,224,1253,2670,12897,23134,5213,166,1310,1651,1004,312,294,244,232,525,29,118,130,46,26,70,0,106,17396,291,21,22,6,215,1052,2479,13310
"G3901510","2015-2019","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",,360698,175149,34953,1332,8839,10638,7052,2329,2396,1358,1009,7099,1069,1566,1165,313,1078,1217,345,346,133097,2558,580,150,212,1369,8046,20130,100052,185549,35188,1094,8504,10379,6294,2170,3083,1819,1845,7982,619,1205,1028,446,1303,1790,641,950,142379,2562,566,200,344,992,6444,19641,111630
"G3901530","2015-2019","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",,523799,253571,52445,1902,12461,13790,8535,4466,6282,3275,1734,10665,1616,2554,2544,1678,557,584,551,581,190461,2870,738,155,283,1747,10212,31965,142491,270228,51553,1422,11050,13313,8429,4242,6486,3759,2852,12163,1696,2822,2805,1413,528,951,1087,861,206512,3362,779,195,298,1428,9347,30924,160179
"G3901550","2015-2019","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",,194057,94427,17487,532,4729,5063,3426,1335,1168,623,611,1913,121,522,698,213,74,67,139,79,75027,1594,539,119,300,784,4665,10730,56296,99630,18458,633,4527,5266,3449,1080,1642,1018,843,2248,191,680,404,169,206,132,216,250,78924,1210,265,188,180,676,3838,9867,62700
"G3901570","2015-2019","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",,88661,43650,8313,203,2424,2604,1617,511,556,125,273,1142,156,218,359,149,53,62,132,13,34195,754,170,119,163,491,2071,5070,25357,45011,8109,292,2076,2368,1592,452,606,403,320,1334,81,442,340,79,106,102,106,78,35568,607,261,153,199,342,1840,4899,27267
"G3901590","2015-2019","OH",,,"Ohio","39","Union County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39159","Union County, Ohio",,54585,26320,6083,183,1475,1916,1305,506,295,204,199,1155,308,273,246,132,43,57,0,96,19082,270,62,34,8,108,1286,2907,14407,28265,6211,126,1554,1704,1087,296,362,531,551,1064,197,379,109,79,36,72,62,130,20990,284,107,21,8,236,1200,3564,15570
"G3901610","2015-2019","OH",,,"Ohio","39","Van Wert County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39161","Van Wert County, Ohio",,27212,13440,2845,165,838,814,528,202,151,52,95,431,50,93,45,91,33,102,0,17,10164,171,60,2,0,109,535,1534,7753,13772,2828,97,759,886,489,195,139,122,141,375,5,89,77,71,1,60,61,11,10569,199,23,2,17,69,640,1393,8226
"G3901630","2015-2019","OH",,,"Ohio","39","Vinton County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39163","Vinton County, Ohio",,12756,6421,1202,54,260,499,235,98,46,5,5,101,0,69,14,17,0,1,0,0,5118,161,2,13,19,44,313,734,3832,6335,1360,89,259,483,244,48,49,99,89,88,22,36,14,0,0,0,5,11,4887,95,20,0,27,40,335,595,3775
"G3901650","2015-2019","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",,221647,111601,24460,729,6067,7670,4816,1588,2060,811,719,5628,903,1229,1575,780,418,253,188,282,81513,1318,304,190,47,716,4495,12932,61511,110046,23975,931,5737,7424,4326,1836,1811,773,1137,5829,718,1133,1293,825,254,691,302,613,80242,1131,295,148,115,512,3070,11139,63832
"G3901670","2015-2019","OH",,,"Ohio","39","Washington County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39167","Washington County, Ohio",,58708,28918,5525,150,1190,1806,1041,437,418,330,153,1042,74,122,147,67,189,318,56,69,22351,352,106,74,8,179,1275,3095,17262,29790,4754,200,1053,1586,908,327,285,188,207,1233,141,111,282,124,153,228,86,108,23803,326,249,24,29,192,1244,3083,18656
"G3901690","2015-2019","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",,111744,55515,10827,501,2950,2919,1867,944,959,380,307,3024,166,795,860,179,395,447,63,119,41664,1308,354,194,473,482,2638,6422,29793,56229,9750,371,2238,2946,1864,663,768,385,515,3892,203,976,780,264,548,656,270,195,42587,833,358,231,330,520,2427,5904,31984
"G3901710","2015-2019","OH",,,"Ohio","39","Williams County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39171","Williams County, Ohio",,35423,17493,3242,105,990,966,656,226,143,76,80,627,18,140,180,99,35,36,21,98,13624,150,67,10,12,187,856,2264,10078,17930,3623,223,978,1123,713,189,75,181,141,450,49,27,161,43,46,46,72,6,13857,187,48,8,13,118,879,1770,10834
"G3901730","2015-2019","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",,126370,62268,17350,496,3389,3255,2037,2666,4207,887,413,2464,390,456,564,408,51,308,176,111,42454,722,88,33,1,592,3195,7228,30595,64102,18281,381,3146,2871,1918,3086,5556,727,596,2216,361,482,571,339,109,83,202,69,43605,769,66,68,0,343,2545,6645,33169
"G3901750","2015-2019","OH",,,"Ohio","39","Wyandot County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39175","Wyandot County, Ohio",,21223,10390,2206,61,626,667,459,157,106,71,59,225,29,107,64,0,5,6,1,13,7959,67,11,41,34,106,505,1170,6025,10833,2065,92,616,568,410,93,185,35,66,413,78,80,118,7,56,12,38,24,8355,135,18,0,8,47,429,1098,6620
"G4000010","2015-2019","OK",,,"Oklahoma","40","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40001","Adair County, Oklahoma",,21329,10643,2758,263,836,835,442,151,129,32,70,80,0,12,25,4,0,20,13,6,7805,162,0,16,29,138,542,1238,5680,10686,2526,131,746,782,467,151,127,69,53,211,9,83,38,9,7,21,23,21,7949,166,0,18,36,102,515,1273,5839
"G4000030","2015-2019","OK",,,"Oklahoma","40","Alfalfa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40003","Alfalfa County, Oklahoma",,5673,3448,510,36,158,138,81,11,9,14,63,38,1,2,5,6,0,0,0,24,2900,64,13,2,0,56,100,317,2348,2225,482,8,120,183,74,26,46,3,22,16,3,0,9,0,0,0,0,4,1727,26,4,0,16,0,105,245,1331
"G4000050","2015-2019","OK",,,"Oklahoma","40","Atoka County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40005","Atoka County, Oklahoma",,13337,6991,1311,78,385,399,256,73,51,23,46,99,0,13,31,7,13,1,28,6,5581,75,40,7,14,90,370,1060,3925,6346,1444,74,422,419,278,81,89,38,43,56,4,17,1,0,0,5,16,13,4846,78,9,6,4,32,274,673,3770
"G4000070","2015-2019","OK",,,"Oklahoma","40","Beaver County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40007","Beaver County, Oklahoma",,5196,2620,567,22,155,251,108,16,7,7,1,34,0,9,2,9,0,9,2,3,2019,50,6,0,4,18,152,311,1478,2576,660,31,218,181,118,40,37,18,17,24,0,5,10,6,3,0,0,0,1892,30,0,0,11,0,134,235,1482
"G4000090","2015-2019","OK",,,"Oklahoma","40","Beckham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40009","Beckham County, Oklahoma",,21293,11714,2781,229,730,816,419,270,63,119,135,156,0,32,12,37,43,0,26,6,8777,133,0,0,8,64,694,1926,5952,9579,2325,94,443,889,369,177,144,140,69,162,18,42,53,17,0,0,0,32,7092,141,96,11,0,15,462,1125,5242
"G4000110","2015-2019","OK",,,"Oklahoma","40","Blaine County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40011","Blaine County, Oklahoma",,9292,4940,821,65,295,209,147,10,11,59,25,81,0,1,49,13,0,0,5,13,4038,74,17,5,4,84,242,660,2952,4352,815,14,261,261,128,29,22,26,74,38,10,0,0,19,1,0,8,0,3499,91,38,0,0,29,138,521,2682
"G4000130","2015-2019","OK",,,"Oklahoma","40","Bryan County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40013","Bryan County, Oklahoma",,44768,21682,5381,324,1422,1303,809,423,619,257,224,424,62,86,32,25,123,57,39,0,15877,344,102,15,14,165,885,3024,11328,23086,5760,252,1305,1620,881,410,632,347,313,430,0,80,17,75,39,68,37,114,16896,345,66,15,33,182,873,2825,12557
"G4000150","2015-2019","OK",,,"Oklahoma","40","Caddo County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40015","Caddo County, Oklahoma",,28203,14779,3293,283,1032,929,593,237,89,89,41,179,5,13,47,40,0,38,10,26,11307,204,21,15,20,159,703,2057,8128,13424,3453,285,879,1072,589,223,190,106,109,71,0,24,11,16,0,4,7,9,9900,202,32,5,9,78,566,1433,7575
"G4000170","2015-2019","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",,134611,66777,15959,478,4335,5116,2873,894,942,929,392,1839,184,391,305,156,77,259,216,251,48979,1295,303,162,62,563,2739,9261,34594,67834,17441,545,5184,4340,2630,1176,1487,1226,853,2218,276,398,308,241,136,207,314,338,48175,958,122,117,111,301,1974,8729,35863
"G4000190","2015-2019","OK",,,"Oklahoma","40","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40019","Carter County, Oklahoma",,46431,22721,5670,305,1617,1607,928,282,158,200,573,475,6,56,149,62,10,61,39,92,16576,470,65,37,49,308,1178,2898,11571,23710,5703,201,1344,1695,929,332,363,217,622,566,102,86,39,83,30,54,48,124,17441,322,48,34,37,178,966,2770,13086
"G4000210","2015-2019","OK",,,"Oklahoma","40","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40021","Cherokee County, Oklahoma",,47043,23064,6135,232,1276,1451,929,575,1241,234,197,385,50,121,42,33,65,54,0,20,16544,375,103,44,9,289,1537,2680,11507,23979,6619,182,1399,1430,786,675,1407,397,343,728,32,89,106,54,176,170,17,84,16632,399,20,28,28,136,1065,2550,12406
"G4000230","2015-2019","OK",,,"Oklahoma","40","Choctaw County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40023","Choctaw County, Oklahoma",,14170,6762,1455,95,391,544,266,53,58,8,40,64,0,12,18,16,0,14,4,0,5243,55,36,18,17,77,293,829,3918,7408,1623,99,470,506,241,79,77,70,81,75,5,5,21,2,9,6,15,12,5710,109,12,5,15,85,316,716,4452
"G4000250","2015-2019","OK",,,"Oklahoma","40","Cimarron County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40025","Cimarron County, Oklahoma",,2090,1015,210,16,81,77,31,3,0,0,2,17,0,3,4,0,0,0,4,6,788,3,0,9,0,0,15,160,601,1075,219,29,68,67,52,0,0,3,0,19,0,6,6,0,0,6,0,1,837,14,0,0,7,0,34,135,647
"G4000270","2015-2019","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",,270449,134841,37927,552,7397,8152,4882,4031,8069,3245,1599,4015,503,948,862,391,164,340,333,474,92899,2128,414,152,129,867,7479,18010,63720,135608,38725,709,7041,7747,4740,4567,8678,2905,2338,3774,438,808,693,381,146,429,379,500,93109,2032,431,110,136,318,5708,16717,67657
"G4000290","2015-2019","OK",,,"Oklahoma","40","Coal County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40029","Coal County, Oklahoma",,5349,2684,603,34,180,203,110,30,15,25,6,30,0,15,11,0,0,0,0,4,2051,35,3,8,27,43,169,229,1537,2665,559,42,142,177,103,26,49,5,15,26,0,2,21,3,0,0,0,0,2080,24,1,1,0,20,112,266,1656
"G4000310","2015-2019","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",,116485,60398,14020,560,3711,3503,1947,1281,1147,926,945,1475,140,366,264,95,46,120,206,238,44903,938,125,132,178,1479,5335,9824,26892,56087,14134,512,3475,3391,2051,880,1732,1318,775,1499,237,307,393,94,75,79,73,241,40454,883,171,71,59,769,2610,7855,28036
"G4000330","2015-2019","OK",,,"Oklahoma","40","Cotton County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40033","Cotton County, Oklahoma",,5702,2875,752,27,158,262,141,69,53,11,31,37,0,9,0,3,8,0,0,17,2086,27,7,0,12,44,140,285,1571,2827,588,17,116,204,92,63,60,0,36,50,0,22,15,3,0,0,0,10,2189,51,15,0,0,11,104,281,1727
"G4000350","2015-2019","OK",,,"Oklahoma","40","Craig County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40035","Craig County, Oklahoma",,13996,7153,1420,58,433,388,259,104,70,49,59,128,0,32,30,6,4,32,24,0,5605,119,6,30,26,74,320,977,4053,6843,1422,60,396,412,228,80,101,50,95,164,25,24,44,24,11,8,26,2,5257,141,16,18,5,53,264,660,4100
"G4000370","2015-2019","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",,68679,33928,7206,307,2030,2344,1367,510,247,271,130,779,71,119,270,138,58,50,26,47,25943,527,119,38,30,311,1821,4013,19084,34751,7110,256,2036,2272,1265,423,389,245,224,635,52,104,134,138,55,43,32,77,27006,502,104,36,55,266,1521,3940,20582
"G4000390","2015-2019","OK",,,"Oklahoma","40","Custer County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40039","Custer County, Oklahoma",,27969,13739,4236,191,1046,694,582,462,1045,163,53,117,0,35,46,27,0,9,0,0,9386,243,115,19,15,90,840,1777,6287,14230,4706,207,1113,810,528,649,1154,144,101,192,0,23,103,25,0,14,0,27,9332,307,35,17,0,22,531,1589,6831
"G4000410","2015-2019","OK",,,"Oklahoma","40","Delaware County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40041","Delaware County, Oklahoma",,41162,20236,3718,191,1054,1250,668,211,155,97,92,437,34,50,126,87,27,21,47,45,16081,209,48,20,25,244,928,1936,12671,20926,3785,170,1173,969,743,246,169,127,188,506,2,43,139,66,49,85,49,73,16635,291,30,24,7,147,807,2015,13314
"G4000430","2015-2019","OK",,,"Oklahoma","40","Dewey County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40043","Dewey County, Oklahoma",,4746,2365,545,16,153,187,99,82,0,8,0,52,0,20,21,11,0,0,0,0,1768,56,23,0,14,5,91,280,1299,2381,499,19,166,135,90,57,20,8,4,107,0,37,34,13,23,0,0,0,1775,56,25,0,0,4,65,251,1374
"G4000450","2015-2019","OK",,,"Oklahoma","40","Ellis County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40045","Ellis County, Oklahoma",,3847,1844,328,7,117,102,68,28,0,3,3,20,0,14,4,0,0,0,0,2,1496,23,0,0,4,31,82,171,1185,2003,435,15,130,156,75,3,35,6,15,16,0,5,10,0,0,0,1,0,1552,29,0,0,4,39,52,210,1218
"G4000470","2015-2019","OK",,,"Oklahoma","40","Garfield County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40047","Garfield County, Oklahoma",,59036,29522,6651,250,1919,2070,1129,442,511,166,164,556,47,202,164,42,4,36,45,16,22315,426,78,128,64,320,1870,4318,15111,29514,6557,258,1632,2013,1118,452,540,218,326,934,38,140,224,66,30,86,185,165,22023,551,70,23,60,170,1309,3770,16070
"G4000490","2015-2019","OK",,,"Oklahoma","40","Garvin County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40049","Garvin County, Oklahoma",,26713,13197,3003,132,869,969,591,203,72,105,62,149,0,43,46,30,0,6,11,13,10045,232,35,33,57,198,673,1541,7276,13516,3039,117,878,897,491,192,122,155,187,142,0,13,48,40,0,15,18,8,10335,265,23,25,38,104,605,1532,7743
"G4000510","2015-2019","OK",,,"Oklahoma","40","Grady County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40051","Grady County, Oklahoma",,53357,26723,6351,204,1605,2098,1220,676,338,69,141,431,28,95,201,37,0,18,25,27,19941,551,34,14,27,194,1158,3092,14871,26634,6129,244,1613,1818,993,527,373,394,167,503,16,68,141,82,44,65,50,37,20002,433,34,5,23,197,947,2853,15510
"G4000530","2015-2019","OK",,,"Oklahoma","40","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40053","Grant County, Oklahoma",,4224,2136,465,0,171,96,92,54,17,33,2,30,0,0,19,11,0,0,0,0,1641,51,5,10,0,9,82,219,1265,2088,465,7,142,148,96,28,23,14,7,37,0,0,24,0,0,0,13,0,1586,13,8,4,4,17,91,192,1257
"G4000550","2015-2019","OK",,,"Oklahoma","40","Greer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40055","Greer County, Oklahoma",,5649,3320,557,46,165,148,70,73,9,36,10,0,0,0,0,0,0,0,0,0,2763,26,0,30,15,20,188,651,1833,2329,508,16,198,123,111,13,33,14,0,27,0,10,7,0,0,0,10,0,1794,14,0,0,0,0,127,243,1410
"G4000570","2015-2019","OK",,,"Oklahoma","40","Harmon County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40057","Harmon County, Oklahoma",,2661,1292,282,7,124,70,53,16,4,8,0,17,0,0,7,10,0,0,0,0,993,15,2,0,15,9,41,142,769,1369,334,30,140,90,20,18,10,7,19,0,0,0,0,0,0,0,0,0,1035,9,0,15,0,7,51,149,804
"G4000590","2015-2019","OK",,,"Oklahoma","40","Harper County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40059","Harper County, Oklahoma",,3577,1775,421,0,97,141,92,73,0,0,18,25,5,20,0,0,0,0,0,0,1329,19,0,0,0,0,45,211,1054,1802,440,15,211,86,53,33,1,23,18,0,0,0,0,0,0,0,0,0,1362,30,0,11,12,0,71,195,1043
"G4000610","2015-2019","OK",,,"Oklahoma","40","Haskell County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40061","Haskell County, Oklahoma",,12226,6020,1394,41,381,479,253,108,60,35,37,51,3,7,10,13,0,5,0,13,4575,113,10,0,26,49,299,677,3401,6206,1420,98,362,396,252,86,103,78,45,81,0,4,35,0,0,14,6,22,4705,91,10,7,7,39,195,622,3734
"G4000630","2015-2019","OK",,,"Oklahoma","40","Hughes County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40063","Hughes County, Oklahoma",,12910,6850,1446,94,434,387,283,68,86,70,24,20,0,0,6,8,0,6,0,0,5384,37,8,0,4,51,420,1106,3758,6060,1409,73,325,480,243,93,105,56,34,60,5,10,0,3,1,14,21,6,4591,83,0,0,8,34,251,595,3620
"G4000650","2015-2019","OK",,,"Oklahoma","40","Jackson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40065","Jackson County, Oklahoma",,23881,11907,2882,133,783,841,471,175,144,209,126,221,39,62,22,33,27,0,31,7,8804,219,0,7,4,154,947,1784,5689,11974,2910,156,859,734,461,135,183,143,239,205,8,72,0,8,10,67,36,4,8859,224,30,15,0,110,683,1540,6257
"G4000670","2015-2019","OK",,,"Oklahoma","40","Jefferson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40067","Jefferson County, Oklahoma",,5931,2990,624,40,198,172,123,41,25,12,13,46,0,18,14,1,0,0,0,13,2320,54,26,1,7,46,131,362,1693,2941,681,47,156,241,104,45,32,30,26,33,3,0,5,10,0,0,8,7,2227,34,8,3,8,34,82,283,1775
"G4000690","2015-2019","OK",,,"Oklahoma","40","Johnston County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40069","Johnston County, Oklahoma",,10689,5292,1374,103,373,386,218,117,110,21,46,25,2,2,10,3,0,3,0,5,3893,57,5,1,2,68,196,567,2997,5397,1317,50,366,348,193,132,144,28,56,25,0,9,0,0,0,3,3,10,4055,85,12,9,8,15,208,629,3089
"G4000710","2015-2019","OK",,,"Oklahoma","40","Kay County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40071","Kay County, Oklahoma",,42809,21219,4515,182,1322,1459,827,358,185,85,97,705,58,200,241,51,61,64,17,13,15999,431,21,29,56,187,1189,2583,11503,21590,4916,185,1186,1455,800,334,411,244,301,550,88,149,176,53,5,21,27,31,16124,424,29,32,45,183,811,2423,12177
"G4000730","2015-2019","OK",,,"Oklahoma","40","Kingfisher County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40073","Kingfisher County, Oklahoma",,14881,7449,1747,25,622,526,299,117,123,21,14,139,15,50,39,10,3,0,0,22,5563,100,2,9,66,66,351,990,3979,7432,1724,44,464,645,311,114,112,2,32,163,39,72,17,1,0,0,13,21,5545,43,4,25,0,87,307,946,4133
"G4000750","2015-2019","OK",,,"Oklahoma","40","Kiowa County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US40075","Kiowa County, Oklahoma",,8578,4244,807,48,266,203,173,77,10,9,21,41,0,19,6,8,0,0,5,3,3396,67,53,33,5,18,209,489,2522,4334,953,54,256,306,149,37,66,37,48,63,0,0,16,8,23,15,0,1,3318,68,32,17,12,24,131,430,2604
