GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,AMAXE001,AMAXE002,AMAXE003,AMAXE004,AMAXE005,AMAXE006,AMAXE007,AMAXE008,AMAXE009,AMAXE010,AMAXE011,AMAXE012,AMAXE013,AMAXE014,AMAXE015,AMAXE016,AMAXE017,AMAXE018,AMAXE019,AMAXE020,AMAXE021,AMAXE022,AMAXE023,AMAXE024,AMAXE025,AMAXE026,AMAXE027,AMAXE028,AMAXE029,AMAXE030,AMAXE031,AMAXE032,AMAXE033,AMAXE034,AMAXE035,AMAXE036,AMAXE037,AMAXE038,AMAXE039,AMAXE040,AMAXE041,AMAXE042,AMAXE043,AMAXE044,AMAXE045,AMAXE046,AMAXE047,AMAXE048,AMAXE049,AMAXE050,AMAXE051,AMAXE052,AMAXE053,AMAXE054,AMAXE055,AMAXE056,AMAXE057
"G3900030","2015-2019","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",,99473,50080,10394,460,2638,2881,1760,1052,830,390,383,3150,153,535,511,281,429,836,198,207,36536,776,232,53,63,310,2248,6172,26682,49393,10217,422,2437,2997,1735,788,653,754,431,2267,175,402,374,368,246,310,69,323,36909,633,180,116,47,235,2162,5107,28429
"G3900050","2015-2019","OH",,,"Ohio","39","Ashland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39005","Ashland County, Ohio",,51874,25285,4374,152,1281,1432,915,294,177,54,69,1824,107,283,173,68,392,675,68,58,19087,433,241,54,138,264,1068,2806,14083,26589,4998,181,1337,1534,959,314,316,126,231,1894,179,173,116,65,585,564,56,156,19697,322,129,78,140,143,1105,2712,15068
"G3900070","2015-2019","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",,94394,47591,8474,305,2393,2491,1618,570,430,384,283,1484,83,427,467,171,49,102,56,129,37633,848,378,149,189,498,2391,5554,27626,46803,8460,155,2197,2581,1487,504,633,476,427,1410,120,426,299,163,31,109,47,215,36933,555,369,73,297,377,1851,4828,28583
"G3900090","2015-2019","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",,64412,32039,12862,89,1219,1437,887,3129,4997,853,251,348,51,41,8,37,35,83,78,15,18829,405,34,11,20,160,1172,3365,13662,32373,12992,122,1094,1276,830,4001,4400,795,474,372,31,39,27,71,47,108,8,41,19009,352,30,42,28,233,882,2994,14448
"G3900110","2015-2019","OH",,,"Ohio","39","Auglaize County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39011","Auglaize County, Ohio",,43879,21842,4807,166,1351,1567,928,310,209,98,178,415,86,126,59,34,12,32,18,48,16620,275,122,7,6,191,1141,2489,12389,22037,4708,167,1320,1405,909,372,185,141,209,488,60,120,51,39,12,60,60,86,16841,260,83,15,55,75,1057,2275,13021
"G3900130","2015-2019","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",,66016,33841,6130,213,1531,1870,1162,489,355,261,249,854,99,134,82,65,43,38,187,206,26857,338,43,84,54,164,1552,4412,20210,32175,5585,235,1369,1652,954,375,436,310,254,872,131,193,184,75,24,124,56,85,25718,309,42,27,41,134,1083,3236,20846
"G3900150","2015-2019","OH",,,"Ohio","39","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39015","Brown County, Ohio",,42189,20948,3900,176,924,1437,780,204,199,72,108,335,0,90,122,79,12,16,11,5,16713,339,209,88,107,255,925,2350,12440,21241,4239,176,960,1496,755,136,315,181,220,379,25,70,63,78,55,24,29,35,16623,413,91,104,49,254,780,2206,12726
"G3900170","2015-2019","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",,366557,179727,44289,1267,9720,11969,7063,4920,6259,1722,1369,6949,1071,2012,1469,899,420,432,308,338,128489,2954,523,309,98,1480,9766,20141,93218,186830,45728,1178,8987,11773,6851,5316,7630,1857,2136,7634,751,1800,1352,856,506,974,353,1042,133468,2493,669,208,53,1211,7891,20215,100728
"G3900190","2015-2019","OH",,,"Ohio","39","Carroll County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39019","Carroll County, Ohio",,26483,13310,2017,58,486,768,471,126,80,14,14,510,27,204,152,31,46,21,6,23,10783,195,51,36,43,120,626,1389,8323,13173,2328,100,635,617,492,98,172,102,112,414,20,60,148,21,34,61,25,45,10431,115,82,4,42,141,449,1232,8366
"G3900210","2015-2019","OH",,,"Ohio","39","Champaign County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39021","Champaign County, Ohio",,37703,18770,3726,132,890,1431,793,115,230,19,116,640,85,68,107,102,44,193,30,11,14404,239,64,22,14,369,851,2183,10662,18933,3730,81,977,1207,641,242,216,203,163,531,37,82,62,78,83,101,38,50,14672,366,49,24,28,92,736,1898,11479
"G3900230","2015-2019","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",,130104,62919,12439,617,3625,3891,2337,687,473,523,286,2583,68,386,540,318,460,497,169,145,47897,1019,285,120,44,692,3218,6915,35604,67185,12676,547,3038,3960,2261,638,704,841,687,3539,190,514,468,344,802,677,210,334,50970,893,190,23,118,496,2832,6888,39530
"G3900250","2015-2019","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",,197302,96982,19090,612,4910,6240,3341,1173,1268,683,863,4045,551,1089,903,787,291,114,185,125,73847,1338,596,145,134,755,4553,11886,54440,100320,19311,495,5259,5276,3380,1280,1481,928,1212,4635,575,1084,1064,634,219,435,169,455,76374,1393,492,237,90,586,3793,11256,58527
"G3900270","2015-2019","OH",,,"Ohio","39","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39027","Clinton County, Ohio",,40422,20027,3990,171,1238,1203,780,242,152,127,77,970,17,164,119,96,203,280,54,37,15067,385,134,21,8,166,937,2216,11200,20395,3901,112,1100,1219,761,217,240,144,108,936,50,107,122,57,216,325,12,47,15558,300,61,13,26,163,827,2207,11961
"G3900290","2015-2019","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",,100305,50662,9459,514,3027,2564,1831,571,459,240,253,881,88,200,189,102,52,59,53,138,40322,732,102,37,37,584,2440,5711,30679,49643,9164,419,2362,2770,1649,638,547,398,381,1239,94,319,315,134,37,146,45,149,39240,594,81,45,97,309,1886,4976,31252
"G3900310","2015-2019","OH",,,"Ohio","39","Coshocton County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39031","Coshocton County, Ohio",,35276,17468,3246,124,903,1001,715,187,158,106,52,716,21,243,236,30,37,12,21,116,13506,427,99,14,63,195,770,1962,9976,17808,3142,74,932,918,629,155,184,148,102,613,98,162,154,51,18,11,12,107,14053,260,88,16,56,161,741,1978,10753
"G3900330","2015-2019","OH",,,"Ohio","39","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39033","Crawford County, Ohio",,40501,19935,3711,315,945,1229,716,242,74,96,94,472,76,115,130,84,18,17,24,8,15752,294,180,43,22,164,1162,2169,11718,20566,3709,69,965,1200,677,230,225,186,157,554,102,105,108,99,20,37,55,28,16303,243,71,8,26,163,875,2047,12870
"G3900350","2015-2019","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",,1204880,573095,107361,4179,25534,30966,18648,7728,9278,6631,4397,35537,3133,6738,7511,4051,3897,5815,2509,1883,430197,7882,1835,309,693,3740,25133,74964,315641,631785,113353,3666,25901,28022,17967,7539,11507,9585,9166,40516,3219,7373,7319,4212,3809,6690,4107,3787,477916,7120,1191,532,582,3220,22707,74811,367753
"G3900370","2015-2019","OH",,,"Ohio","39","Darke County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39037","Darke County, Ohio",,49643,24529,5099,142,1648,1383,1071,334,229,143,149,448,18,133,131,68,19,30,9,40,18982,466,160,96,26,251,1227,2547,14209,25114,5539,180,1335,1679,1028,380,313,304,320,614,19,132,126,60,12,133,27,105,18961,381,93,30,29,121,906,2341,15060
"G3900390","2015-2019","OH",,,"Ohio","39","Defiance County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39039","Defiance County, Ohio",,36830,18356,4081,248,1072,1163,849,266,248,131,104,647,43,160,119,17,194,77,26,11,13628,216,18,9,11,112,954,2068,10240,18474,3556,84,734,1183,708,239,285,142,181,839,73,219,136,79,133,162,13,24,14079,227,55,41,0,83,709,1937,11027
"G3900410","2015-2019","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",,194148,96008,23820,651,6233,7652,4449,1775,1531,712,817,4636,735,1077,722,386,406,862,128,320,67552,1255,377,149,100,497,3076,8604,53494,98140,22831,631,6147,6963,4131,1637,1441,830,1051,5433,799,1160,773,541,626,724,362,448,69876,1401,276,70,32,263,2866,9050,55918
"G3900430","2015-2019","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",,72363,35402,6604,313,1780,1779,1328,395,445,312,252,1132,136,287,278,133,20,45,169,64,27666,340,146,55,36,323,1705,3858,21203,36961,6564,352,1454,1822,1156,478,602,367,333,1301,104,434,290,122,30,124,78,119,29096,348,67,103,18,203,1473,3773,23111
"G3900450","2015-2019","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",,149320,74359,16175,351,4118,4809,3041,1326,1059,822,649,2828,434,764,590,452,169,162,122,135,55356,1321,453,152,83,540,3785,8349,40673,74961,16083,338,3950,4717,3056,1030,1139,987,866,2723,405,515,544,304,155,390,184,226,56155,1147,392,139,14,497,2683,7746,43537
"G3900470","2015-2019","OH",,,"Ohio","39","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39047","Fayette County, Ohio",,27518,13367,2702,93,838,849,520,156,122,56,68,318,3,39,135,58,0,29,45,9,10347,208,75,31,14,141,693,1548,7637,14151,2798,138,673,980,503,134,159,62,149,237,0,82,69,7,26,32,5,16,11116,199,63,54,36,107,631,1629,8397
"G3900490","2015-2019","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",,1234744,601785,141545,5029,35486,34780,20111,12246,16528,12648,4717,26023,3277,5717,4272,2477,2116,3473,2521,2170,434217,10619,2413,575,648,3992,24971,101687,289312,632959,141217,3976,32412,34446,19432,12113,18765,13218,6855,30683,3548,5752,4809,2715,2831,4324,3377,3327,461059,9920,2411,735,504,2913,22823,101382,320371
"G3900510","2015-2019","OH",,,"Ohio","39","Fulton County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39051","Fulton County, Ohio",,40871,20238,4719,191,1207,1596,879,315,319,113,99,465,102,80,82,42,52,35,24,48,15054,341,43,22,46,151,890,2175,11386,20633,4078,176,1195,1176,783,215,236,141,156,536,56,80,200,29,61,60,13,37,16019,237,26,15,52,274,909,2144,12362
"G3900530","2015-2019","OH",,,"Ohio","39","Gallia County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39053","Gallia County, Ohio",,28930,14220,3049,119,718,927,496,198,376,105,110,373,63,90,75,45,46,22,17,15,10798,184,176,0,78,140,531,1669,8020,14710,2642,85,606,934,410,199,255,71,82,509,10,122,54,76,37,89,71,50,11559,303,142,0,50,90,509,1665,8800
"G3900550","2015-2019","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",,91012,44872,7525,161,1698,2290,1683,555,589,232,317,2872,241,916,1037,271,120,125,58,104,34475,533,154,137,347,551,2159,3767,26827,46140,7401,169,1762,2404,1468,599,407,236,356,2871,311,790,754,288,135,233,76,284,35868,693,261,175,359,348,1924,3552,28556
"G3900570","2015-2019","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",,160913,79216,18851,706,3787,4391,2434,1865,3205,1593,870,5037,531,786,494,518,800,904,623,381,55328,857,202,104,115,384,2699,9223,41744,81697,18140,316,3494,4098,2552,2269,2945,1366,1100,5150,482,701,472,347,840,1360,498,450,58407,886,242,211,52,316,2365,9014,45321
"G3900590","2015-2019","OH",,,"Ohio","39","Guernsey County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39059","Guernsey County, Ohio",,37830,18914,3841,207,886,1197,738,405,338,56,14,564,47,182,171,34,17,69,0,44,14509,365,20,47,28,102,737,2344,10866,18916,3658,185,913,1035,642,201,332,201,149,659,84,161,109,119,25,31,79,51,14599,158,52,2,19,149,679,2009,11531
"G3900610","2015-2019","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",,781520,375871,77684,2696,19268,20192,11471,7496,8830,5124,2607,23792,2422,5577,5695,3732,1670,2145,1426,1125,274395,5436,958,742,373,2581,15887,53986,194432,405649,80226,2926,18519,20053,11615,6967,9540,6358,4248,24373,2761,5872,4965,3007,1653,2789,1697,1629,301050,5293,1573,302,382,2272,14480,54340,222408
"G3900630","2015-2019","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",,72768,35970,7092,280,1985,1999,1425,646,296,327,134,1606,81,292,321,69,115,524,145,59,27272,412,106,27,29,293,1592,4784,20029,36798,6501,126,1843,2086,1308,230,359,341,208,2803,90,348,274,65,762,798,152,314,27494,508,116,52,26,176,1163,4537,20916
"G3900650","2015-2019","OH",,,"Ohio","39","Hardin County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39065","Hardin County, Ohio",,30242,14919,2971,51,753,1043,567,238,240,64,15,1248,26,131,33,27,383,576,29,43,10700,247,153,43,71,105,920,1555,7606,15323,3054,121,914,667,516,302,288,125,121,1478,56,121,132,49,351,666,65,38,10791,200,54,43,77,108,794,1358,8157
"G3900670","2015-2019","OH",,,"Ohio","39","Harrison County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39067","Harrison County, Ohio",,14621,7149,1079,17,338,331,261,28,36,46,22,135,7,47,50,14,10,0,0,7,5935,54,67,19,47,129,337,676,4606,7472,1262,35,338,386,293,49,64,72,25,292,26,92,94,9,27,40,0,4,5918,82,0,0,0,52,272,687,4825
"G3900690","2015-2019","OH",,,"Ohio","39","Henry County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39069","Henry County, Ohio",,26351,12958,2660,102,797,750,523,173,152,74,89,379,53,134,105,31,10,14,29,3,9919,208,25,8,0,139,590,1490,7459,13393,2779,102,768,813,579,198,72,157,90,475,89,88,95,24,17,67,84,11,10139,183,53,0,9,52,542,1311,7989
"G3900710","2015-2019","OH",,,"Ohio","39","Highland County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39071","Highland County, Ohio",,41268,20152,3982,156,1027,1346,846,258,171,87,91,534,7,158,190,39,49,24,55,12,15636,348,137,60,107,197,984,2269,11534,21116,4213,132,1065,1291,785,301,202,151,286,545,29,209,94,47,57,43,46,20,16358,235,121,44,87,205,858,2165,12643
"G3900730","2015-2019","OH",,,"Ohio","39","Hocking County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39073","Hocking County, Ohio",,27517,13508,2567,137,628,835,566,172,69,21,139,269,28,99,81,29,0,15,8,9,10672,175,45,35,0,149,656,1534,8078,14009,3115,145,869,818,590,128,184,236,145,257,39,0,39,12,33,22,36,76,10637,201,11,17,0,124,588,1222,8474
"G3900750","2015-2019","OH",,,"Ohio","39","Holmes County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39075","Holmes County, Ohio",,41658,20817,2456,98,811,830,401,131,104,26,55,1838,16,760,839,97,34,80,11,1,16523,681,425,310,725,489,1384,2796,9713,20841,2665,21,616,1086,474,124,171,41,132,2048,31,856,868,97,22,74,6,94,16128,515,343,106,689,444,1257,2665,10109
"G3900770","2015-2019","OH",,,"Ohio","39","Huron County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39077","Huron County, Ohio",,56329,27790,5632,240,1446,2009,1133,350,240,86,128,926,108,258,257,113,54,74,34,28,21232,401,103,71,18,298,1531,3332,15478,28539,5947,383,1645,1715,1055,440,156,294,259,741,102,156,158,68,55,58,61,83,21851,418,170,46,108,177,1319,3151,16462
"G3900790","2015-2019","OH",,,"Ohio","39","Jackson County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39079","Jackson County, Ohio",,31234,15203,3174,35,862,1145,689,109,67,151,116,247,22,78,64,22,6,0,13,42,11782,438,23,3,0,235,817,1880,8386,16031,3220,49,1045,950,553,110,201,119,193,489,71,196,20,57,0,37,60,48,12322,227,43,21,0,200,642,1874,9315
"G3900810","2015-2019","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",,64466,31298,5342,236,1268,1823,1053,273,290,69,330,1468,46,251,304,176,331,296,31,33,24488,466,70,6,21,245,1579,3439,18662,33168,5271,194,1396,1556,939,425,348,218,195,2065,69,154,264,132,397,789,126,134,25832,408,68,27,0,172,1111,3225,20821
"G3900830","2015-2019","OH",,,"Ohio","39","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39083","Knox County, Ohio",,59266,28772,5760,189,1615,1604,1075,521,324,253,179,2053,129,411,148,36,437,710,74,108,20959,400,189,32,146,107,1314,2943,15828,30494,5498,149,1325,1639,1117,366,307,367,228,2598,107,373,239,56,772,902,72,77,22398,456,145,147,89,135,1140,3044,17242
"G3900850","2015-2019","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",,223159,109151,20321,716,5435,5780,3697,1591,1407,995,700,4438,620,992,841,719,403,429,168,266,84392,1324,303,52,111,583,4730,12689,64600,114008,20844,642,4839,5812,3718,1500,1896,1228,1209,5252,385,932,1063,546,421,822,393,690,87912,940,214,55,33,451,3648,11644,70927
"G3900870","2015-2019","OH",,,"Ohio","39","Lawrence County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39087","Lawrence County, Ohio",,58404,28483,6095,276,1474,1929,1167,341,447,270,191,506,99,64,152,73,45,31,31,11,21882,591,156,16,0,229,1215,3243,16432,29921,5971,160,1718,1554,1055,478,594,241,171,625,135,61,178,37,0,73,117,24,23325,407,97,41,2,175,930,3310,18363
"G3900890","2015-2019","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",,167451,81938,16915,368,4216,5612,3067,1220,1033,769,630,4121,415,776,736,517,575,838,87,177,60902,1328,369,71,75,739,3651,8887,45782,85513,17444,500,4554,4783,3005,1148,1166,1255,1033,4414,316,594,736,445,765,812,357,389,63655,1264,281,70,52,488,3419,8693,49388
"G3900910","2015-2019","OH",,,"Ohio","39","Logan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39091","Logan County, Ohio",,43511,21426,4246,145,1190,1517,876,176,144,130,68,478,62,115,57,51,108,20,32,33,16702,268,83,32,75,272,1114,2290,12568,22085,4384,188,1116,1510,786,325,136,137,186,571,45,175,109,75,6,32,62,67,17130,254,46,12,8,140,1058,2407,13205
"G3900930","2015-2019","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",,297150,146003,29497,961,7156,8907,5319,1944,2124,1424,1662,7437,913,1563,1167,732,919,1139,395,609,109069,1571,608,319,391,1269,6499,15635,82777,151147,29455,993,7309,7776,5122,1886,2288,1663,2418,7505,686,1370,1229,707,863,1439,550,661,114187,1768,558,400,308,1147,5287,14605,90114
"G3900950","2015-2019","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",,414409,200188,44373,1400,11177,11564,7205,3867,4332,3119,1709,8848,1183,2491,1862,1127,342,715,583,545,146967,2826,859,313,159,1406,9121,26425,105858,214221,44158,1119,10398,11447,6735,3499,5221,3486,2253,9230,1029,2077,2286,1057,221,716,906,938,160833,3405,626,229,227,1508,8265,26320,120253
"G3900970","2015-2019","OH",,,"Ohio","39","Madison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39097","Madison County, Ohio",,42826,23261,4494,139,1067,1180,722,238,303,416,429,670,60,164,185,58,60,103,0,40,18097,287,35,0,8,173,1096,3298,13200,19565,3793,87,1105,1090,639,219,345,122,186,780,46,252,187,89,35,41,71,59,14992,288,43,11,22,127,671,2144,11686
"G3900990","2015-2019","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",,223355,108878,22055,794,5360,6167,3708,1956,2398,842,830,3504,573,742,725,546,209,337,207,165,83319,1306,260,92,170,644,4641,12900,63306,114477,22645,959,5147,5789,3776,1855,2570,1354,1195,3249,587,661,570,328,97,374,311,321,88583,1181,218,71,58,631,4118,11197,71109
"G3901010","2015-2019","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",,62926,33448,7168,292,1735,1880,1246,381,397,495,742,384,4,52,5,30,48,14,107,124,25896,415,69,39,73,276,1802,4543,18679,29478,6181,169,1605,1721,1059,409,402,350,466,506,55,129,27,110,18,33,73,61,22791,507,105,47,0,133,1331,3218,17450
"G3901030","2015-2019","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",,172677,85348,17112,547,4416,5099,3696,1025,1319,383,627,3436,542,736,704,319,247,417,127,344,64800,953,493,304,160,822,3013,9182,49873,87329,17664,555,3869,5226,3214,1248,1836,705,1011,3733,540,920,749,325,193,391,182,433,65932,1045,259,189,99,478,2437,8590,52835
"G3901050","2015-2019","OH",,,"Ohio","39","Meigs County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39105","Meigs County, Ohio",,22413,11179,2126,60,698,672,446,134,47,36,33,178,4,21,76,40,21,16,0,0,8875,186,9,2,16,84,502,1285,6791,11234,2323,67,492,773,451,177,161,81,121,191,20,10,33,17,29,12,25,45,8720,157,36,15,16,34,363,1127,6972
"G3901070","2015-2019","OH",,,"Ohio","39","Mercer County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39107","Mercer County, Ohio",,39208,19731,4833,204,1248,1691,875,345,232,138,100,281,92,44,28,32,5,12,5,63,14617,248,53,1,0,195,960,2273,10887,19477,4434,160,1209,1395,814,359,250,174,73,312,155,83,38,7,3,24,0,2,14731,370,55,33,12,98,873,1986,11304
"G3901090","2015-2019","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",,101681,50086,10736,261,2720,3363,1969,827,674,492,430,1646,164,566,352,261,41,103,99,60,37704,689,123,98,44,389,2094,5534,28733,51595,10566,327,2588,3026,1918,752,568,695,692,1660,285,396,277,157,31,250,67,197,39369,737,213,91,81,338,1848,5355,30706
"G3901110","2015-2019","OH",,,"Ohio","39","Monroe County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39111","Monroe County, Ohio",,13484,6706,1054,17,338,370,181,50,68,17,13,207,4,61,42,57,0,0,27,16,5445,109,2,31,20,83,276,647,4277,6778,1226,65,391,300,269,66,75,33,27,183,0,28,19,36,19,54,20,7,5369,45,34,42,0,37,186,645,4380
"G3901130","2015-2019","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",,511655,245481,48601,1811,12831,13947,8888,2706,3473,2684,2261,16622,1145,2715,2325,1326,2739,4428,1128,816,180258,3461,1098,258,214,1439,9995,31585,132208,266174,50440,1847,11882,13794,8329,2899,4482,3965,3242,16184,1235,2467,2562,1421,2451,3638,1116,1294,199550,3163,934,182,146,1296,9575,31228,153026
"G3901150","2015-2019","OH",,,"Ohio","39","Morgan County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39115","Morgan County, Ohio",,14180,7104,1158,18,329,407,265,52,22,22,43,153,0,34,25,62,0,0,0,32,5793,116,92,48,3,141,383,754,4256,7076,1168,57,292,324,255,112,63,31,34,156,3,36,65,6,0,18,0,28,5752,57,97,41,1,16,277,750,4513
"G3901170","2015-2019","OH",,,"Ohio","39","Morrow County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39117","Morrow County, Ohio",,33905,17116,3555,207,769,1213,815,219,122,60,150,339,21,142,92,39,40,0,0,5,13222,225,122,37,58,237,768,1768,10007,16789,3154,41,735,1072,691,197,233,88,97,345,15,104,114,35,0,9,7,61,13290,242,94,90,24,207,689,1762,10182
"G3901190","2015-2019","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",,83067,40027,8432,242,2579,2712,1772,482,248,249,148,1245,160,170,38,32,222,495,115,13,30350,526,67,15,14,309,2127,4615,22677,43040,8689,329,2256,2625,1541,470,723,329,416,1578,164,213,205,146,318,338,79,115,32773,727,87,26,8,302,1724,4871,25028
"G3901210","2015-2019","OH",,,"Ohio","39","Noble County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39121","Noble County, Ohio",,14098,8450,1222,61,286,334,212,61,33,153,82,297,0,19,41,0,10,24,126,77,6931,124,81,4,7,49,299,899,5468,5648,1025,42,361,259,228,56,37,21,21,114,0,88,13,0,4,0,0,9,4509,159,25,4,0,25,82,651,3563
"G3901230","2015-2019","OH",,,"Ohio","39","Ottawa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39123","Ottawa County, Ohio",,39794,19785,3500,164,836,1198,724,269,218,27,64,320,82,60,61,30,13,52,11,11,15965,232,69,49,0,108,700,1816,12991,20009,3571,138,847,1017,725,271,244,131,198,457,64,139,50,52,27,28,43,54,15981,182,37,10,20,65,626,1700,13341
"G3901250","2015-2019","OH",,,"Ohio","39","Paulding County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US39125","Paulding County, Ohio",,18141,9052,1778,45,582,552,372,108,84,23,12,241,24,87,52,23,7,39,0,9,7033,131,26,9,0,80,393,1084,5310,9089,1771,89,577,570,301,143,32,28,31,271,6,50,78,26,18,60,18,15,7047,121,11,20,38,33,380,995,5449
