GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNHE001,NAME_M,RNHM001
"G4700550","2005-2009","TN",,,"Tennessee","47","Giles County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47055","Giles County, Tennessee",39228,"Giles County, Tennessee",2136
"G4700570","2005-2009","TN",,,"Tennessee","47","Grainger County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47057","Grainger County, Tennessee",32602,"Grainger County, Tennessee",2623
"G4700590","2005-2009","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",35995,"Greene County, Tennessee",1406
"G4700610","2005-2009","TN",,,"Tennessee","47","Grundy County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47061","Grundy County, Tennessee",26239,"Grundy County, Tennessee",2164
"G4700630","2005-2009","TN",,,"Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47063","Hamblen County, Tennessee",39507,"Hamblen County, Tennessee",2115
"G4700650","2005-2009","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",45557,"Hamilton County, Tennessee",1032
"G4700670","2005-2009","TN",,,"Tennessee","47","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47067","Hancock County, Tennessee",23413,"Hancock County, Tennessee",5264
"G4700690","2005-2009","TN",,,"Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47069","Hardeman County, Tennessee",32483,"Hardeman County, Tennessee",2313
"G4700710","2005-2009","TN",,,"Tennessee","47","Hardin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47071","Hardin County, Tennessee",30558,"Hardin County, Tennessee",1897
"G4700730","2005-2009","TN",,,"Tennessee","47","Hawkins County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47073","Hawkins County, Tennessee",34310,"Hawkins County, Tennessee",1539
"G4700750","2005-2009","TN",,,"Tennessee","47","Haywood County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47075","Haywood County, Tennessee",30821,"Haywood County, Tennessee",4437
"G4700770","2005-2009","TN",,,"Tennessee","47","Henderson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47077","Henderson County, Tennessee",39294,"Henderson County, Tennessee",2294
"G4700790","2005-2009","TN",,,"Tennessee","47","Henry County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47079","Henry County, Tennessee",36408,"Henry County, Tennessee",1573
"G4700810","2005-2009","TN",,,"Tennessee","47","Hickman County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47081","Hickman County, Tennessee",37880,"Hickman County, Tennessee",2277
"G4700830","2005-2009","TN",,,"Tennessee","47","Houston County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47083","Houston County, Tennessee",31858,"Houston County, Tennessee",3118
"G4700850","2005-2009","TN",,,"Tennessee","47","Humphreys County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47085","Humphreys County, Tennessee",41957,"Humphreys County, Tennessee",2377
"G4700870","2005-2009","TN",,,"Tennessee","47","Jackson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47087","Jackson County, Tennessee",30844,"Jackson County, Tennessee",2212
"G4700890","2005-2009","TN",,,"Tennessee","47","Jefferson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47089","Jefferson County, Tennessee",37951,"Jefferson County, Tennessee",1931
"G4700910","2005-2009","TN",,,"Tennessee","47","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47091","Johnson County, Tennessee",29771,"Johnson County, Tennessee",2464
"G4700930","2005-2009","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",46233,"Knox County, Tennessee",640
"G4700950","2005-2009","TN",,,"Tennessee","47","Lake County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47095","Lake County, Tennessee",23441,"Lake County, Tennessee",3373
"G4700970","2005-2009","TN",,,"Tennessee","47","Lauderdale County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47097","Lauderdale County, Tennessee",31667,"Lauderdale County, Tennessee",1623
"G4700990","2005-2009","TN",,,"Tennessee","47","Lawrence County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47099","Lawrence County, Tennessee",35662,"Lawrence County, Tennessee",1356
"G4701010","2005-2009","TN",,,"Tennessee","47","Lewis County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47101","Lewis County, Tennessee",31167,"Lewis County, Tennessee",5972
"G4701030","2005-2009","TN",,,"Tennessee","47","Lincoln County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47103","Lincoln County, Tennessee",42546,"Lincoln County, Tennessee",2334
"G4701050","2005-2009","TN",,,"Tennessee","47","Loudon County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47105","Loudon County, Tennessee",49653,"Loudon County, Tennessee",2743
"G4701070","2005-2009","TN",,,"Tennessee","47","McMinn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47107","McMinn County, Tennessee",35860,"McMinn County, Tennessee",2527
"G4701090","2005-2009","TN",,,"Tennessee","47","McNairy County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47109","McNairy County, Tennessee",34279,"McNairy County, Tennessee",1518
"G4701110","2005-2009","TN",,,"Tennessee","47","Macon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47111","Macon County, Tennessee",32354,"Macon County, Tennessee",2756
"G4701130","2005-2009","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",39743,"Madison County, Tennessee",1568
"G4701150","2005-2009","TN",,,"Tennessee","47","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47115","Marion County, Tennessee",38367,"Marion County, Tennessee",2484
"G4701170","2005-2009","TN",,,"Tennessee","47","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47117","Marshall County, Tennessee",40318,"Marshall County, Tennessee",3783
"G4701190","2005-2009","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",45724,"Maury County, Tennessee",1515
"G4701210","2005-2009","TN",,,"Tennessee","47","Meigs County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47121","Meigs County, Tennessee",32096,"Meigs County, Tennessee",3590
"G4701230","2005-2009","TN",,,"Tennessee","47","Monroe County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47123","Monroe County, Tennessee",36308,"Monroe County, Tennessee",2871
"G4701250","2005-2009","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",48794,"Montgomery County, Tennessee",1150
"G4701270","2005-2009","TN",,,"Tennessee","47","Moore County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47127","Moore County, Tennessee",47216,"Moore County, Tennessee",8347
"G4701290","2005-2009","TN",,,"Tennessee","47","Morgan County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47129","Morgan County, Tennessee",32928,"Morgan County, Tennessee",2525
"G4701310","2005-2009","TN",,,"Tennessee","47","Obion County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47131","Obion County, Tennessee",37581,"Obion County, Tennessee",1946
"G4701330","2005-2009","TN",,,"Tennessee","47","Overton County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47133","Overton County, Tennessee",33323,"Overton County, Tennessee",1734
"G4701350","2005-2009","TN",,,"Tennessee","47","Perry County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47135","Perry County, Tennessee",32021,"Perry County, Tennessee",4097
"G4701370","2005-2009","TN",,,"Tennessee","47","Pickett County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47137","Pickett County, Tennessee",24757,"Pickett County, Tennessee",2420
"G4701390","2005-2009","TN",,,"Tennessee","47","Polk County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47139","Polk County, Tennessee",32589,"Polk County, Tennessee",2973
"G4701410","2005-2009","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",34705,"Putnam County, Tennessee",1847
"G4701430","2005-2009","TN",,,"Tennessee","47","Rhea County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47143","Rhea County, Tennessee",34830,"Rhea County, Tennessee",2254
"G4701450","2005-2009","TN",,,"Tennessee","47","Roane County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47145","Roane County, Tennessee",41740,"Roane County, Tennessee",2099
"G4701470","2005-2009","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",50160,"Robertson County, Tennessee",1888
"G4701490","2005-2009","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",53063,"Rutherford County, Tennessee",1176
"G4701510","2005-2009","TN",,,"Tennessee","47","Scott County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47151","Scott County, Tennessee",27027,"Scott County, Tennessee",2324
"G4701530","2005-2009","TN",,,"Tennessee","47","Sequatchie County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47153","Sequatchie County, Tennessee",37150,"Sequatchie County, Tennessee",5054
"G4701550","2005-2009","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",41774,"Sevier County, Tennessee",1475
"G4701570","2005-2009","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",44146,"Shelby County, Tennessee",492
"G4701590","2005-2009","TN",,,"Tennessee","47","Smith County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47159","Smith County, Tennessee",44430,"Smith County, Tennessee",2765
"G4701610","2005-2009","TN",,,"Tennessee","47","Stewart County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47161","Stewart County, Tennessee",37377,"Stewart County, Tennessee",4203
"G4701630","2005-2009","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",39106,"Sullivan County, Tennessee",1194
"G4701650","2005-2009","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",54708,"Sumner County, Tennessee",1236
"G4701670","2005-2009","TN",,,"Tennessee","47","Tipton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47167","Tipton County, Tennessee",51138,"Tipton County, Tennessee",2097
"G4701690","2005-2009","TN",,,"Tennessee","47","Trousdale County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47169","Trousdale County, Tennessee",44764,"Trousdale County, Tennessee",7768
"G4701710","2005-2009","TN",,,"Tennessee","47","Unicoi County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47171","Unicoi County, Tennessee",34686,"Unicoi County, Tennessee",2882
"G4701730","2005-2009","TN",,,"Tennessee","47","Union County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47173","Union County, Tennessee",31226,"Union County, Tennessee",2676
"G4701750","2005-2009","TN",,,"Tennessee","47","Van Buren County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47175","Van Buren County, Tennessee",30359,"Van Buren County, Tennessee",2412
"G4701770","2005-2009","TN",,,"Tennessee","47","Warren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47177","Warren County, Tennessee",34261,"Warren County, Tennessee",2349
"G4701790","2005-2009","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",41107,"Washington County, Tennessee",1075
"G4701810","2005-2009","TN",,,"Tennessee","47","Wayne County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47181","Wayne County, Tennessee",31697,"Wayne County, Tennessee",4076
"G4701830","2005-2009","TN",,,"Tennessee","47","Weakley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47183","Weakley County, Tennessee",33506,"Weakley County, Tennessee",2253
"G4701850","2005-2009","TN",,,"Tennessee","47","White County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47185","White County, Tennessee",32678,"White County, Tennessee",1673
"G4701870","2005-2009","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",88358,"Williamson County, Tennessee",1787
"G4701890","2005-2009","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",61179,"Wilson County, Tennessee",1360
"G4800010","2005-2009","TX",,,"Texas","48","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48001","Anderson County, Texas",39355,"Anderson County, Texas",2000
"G4800030","2005-2009","TX",,,"Texas","48","Andrews County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48003","Andrews County, Texas",47227,"Andrews County, Texas",2895
"G4800050","2005-2009","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",38862,"Angelina County, Texas",1431
"G4800070","2005-2009","TX",,,"Texas","48","Aransas County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48007","Aransas County, Texas",41172,"Aransas County, Texas",3624
"G4800090","2005-2009","TX",,,"Texas","48","Archer County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48009","Archer County, Texas",51792,"Archer County, Texas",4413
"G4800110","2005-2009","TX",,,"Texas","48","Armstrong County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48011","Armstrong County, Texas",58516,"Armstrong County, Texas",9343
"G4800130","2005-2009","TX",,,"Texas","48","Atascosa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48013","Atascosa County, Texas",41178,"Atascosa County, Texas",2884
"G4800150","2005-2009","TX",,,"Texas","48","Austin County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48015","Austin County, Texas",51086,"Austin County, Texas",3287
"G4800170","2005-2009","TX",,,"Texas","48","Bailey County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48017","Bailey County, Texas",35585,"Bailey County, Texas",6224
"G4800190","2005-2009","TX",,,"Texas","48","Bandera County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48019","Bandera County, Texas",44244,"Bandera County, Texas",4554
"G4800210","2005-2009","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",50585,"Bastrop County, Texas",2640
"G4800230","2005-2009","TX",,,"Texas","48","Baylor County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48023","Baylor County, Texas",32569,"Baylor County, Texas",7535
"G4800250","2005-2009","TX",,,"Texas","48","Bee County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48025","Bee County, Texas",35759,"Bee County, Texas",4424
"G4800270","2005-2009","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",46473,"Bell County, Texas",1178
"G4800290","2005-2009","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",45688,"Bexar County, Texas",392
"G4800310","2005-2009","TX",,,"Texas","48","Blanco County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48031","Blanco County, Texas",50225,"Blanco County, Texas",8941
"G4800330","2005-2009","TX",,,"Texas","48","Borden County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48033","Borden County, Texas",55200,"Borden County, Texas",18016
"G4800350","2005-2009","TX",,,"Texas","48","Bosque County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48035","Bosque County, Texas",44244,"Bosque County, Texas",2250
"G4800370","2005-2009","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",40569,"Bowie County, Texas",1556
"G4800390","2005-2009","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",62570,"Brazoria County, Texas",1358
"G4800410","2005-2009","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",34688,"Brazos County, Texas",1143
"G4800430","2005-2009","TX",,,"Texas","48","Brewster County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48043","Brewster County, Texas",34640,"Brewster County, Texas",2389
"G4800450","2005-2009","TX",,,"Texas","48","Briscoe County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48045","Briscoe County, Texas",31141,"Briscoe County, Texas",7028
"G4800470","2005-2009","TX",,,"Texas","48","Brooks County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48047","Brooks County, Texas",19425,"Brooks County, Texas",2327
"G4800490","2005-2009","TX",,,"Texas","48","Brown County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48049","Brown County, Texas",38531,"Brown County, Texas",2633
"G4800510","2005-2009","TX",,,"Texas","48","Burleson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48051","Burleson County, Texas",39522,"Burleson County, Texas",3882
"G4800530","2005-2009","TX",,,"Texas","48","Burnet County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48053","Burnet County, Texas",46463,"Burnet County, Texas",2082
"G4800550","2005-2009","TX",,,"Texas","48","Caldwell County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48055","Caldwell County, Texas",41387,"Caldwell County, Texas",2926
"G4800570","2005-2009","TX",,,"Texas","48","Calhoun County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48057","Calhoun County, Texas",43305,"Calhoun County, Texas",4131
"G4800590","2005-2009","TX",,,"Texas","48","Callahan County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48059","Callahan County, Texas",44470,"Callahan County, Texas",3305
"G4800610","2005-2009","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",30034,"Cameron County, Texas",702
"G4800630","2005-2009","TX",,,"Texas","48","Camp County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48063","Camp County, Texas",33891,"Camp County, Texas",2893
"G4800650","2005-2009","TX",,,"Texas","48","Carson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48065","Carson County, Texas",53425,"Carson County, Texas",4288
"G4800670","2005-2009","TX",,,"Texas","48","Cass County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48067","Cass County, Texas",36693,"Cass County, Texas",1468
"G4800690","2005-2009","TX",,,"Texas","48","Castro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48069","Castro County, Texas",34849,"Castro County, Texas",5047
"G4800710","2005-2009","TX",,,"Texas","48","Chambers County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48071","Chambers County, Texas",60451,"Chambers County, Texas",3553
"G4800730","2005-2009","TX",,,"Texas","48","Cherokee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48073","Cherokee County, Texas",36571,"Cherokee County, Texas",1969
"G4800750","2005-2009","TX",,,"Texas","48","Childress County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48075","Childress County, Texas",34953,"Childress County, Texas",5482
"G4800770","2005-2009","TX",,,"Texas","48","Clay County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48077","Clay County, Texas",51145,"Clay County, Texas",2607
"G4800790","2005-2009","TX",,,"Texas","48","Cochran County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48079","Cochran County, Texas",34744,"Cochran County, Texas",4919
"G4800810","2005-2009","TX",,,"Texas","48","Coke County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48081","Coke County, Texas",33375,"Coke County, Texas",5460
"G4800830","2005-2009","TX",,,"Texas","48","Coleman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48083","Coleman County, Texas",27538,"Coleman County, Texas",3298
