GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNHE001,NAME_M,RNHM001
"G1302750","2005-2009","GA",,,"Georgia","13","Thomas County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13275","Thomas County, Georgia",36036,"Thomas County, Georgia",2014
"G1302770","2005-2009","GA",,,"Georgia","13","Tift County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13277","Tift County, Georgia",37121,"Tift County, Georgia",2605
"G1302790","2005-2009","GA",,,"Georgia","13","Toombs County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13279","Toombs County, Georgia",30203,"Toombs County, Georgia",2128
"G1302810","2005-2009","GA",,,"Georgia","13","Towns County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13281","Towns County, Georgia",39908,"Towns County, Georgia",2317
"G1302830","2005-2009","GA",,,"Georgia","13","Treutlen County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13283","Treutlen County, Georgia",27627,"Treutlen County, Georgia",8467
"G1302850","2005-2009","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",39788,"Troup County, Georgia",2266
"G1302870","2005-2009","GA",,,"Georgia","13","Turner County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13287","Turner County, Georgia",30414,"Turner County, Georgia",3009
"G1302890","2005-2009","GA",,,"Georgia","13","Twiggs County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13289","Twiggs County, Georgia",29593,"Twiggs County, Georgia",4730
"G1302910","2005-2009","GA",,,"Georgia","13","Union County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13291","Union County, Georgia",38100,"Union County, Georgia",2521
"G1302930","2005-2009","GA",,,"Georgia","13","Upson County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13293","Upson County, Georgia",33634,"Upson County, Georgia",2576
"G1302950","2005-2009","GA",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13295","Walker County, Georgia",38646,"Walker County, Georgia",1777
"G1302970","2005-2009","GA",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13297","Walton County, Georgia",52160,"Walton County, Georgia",2034
"G1302990","2005-2009","GA",,,"Georgia","13","Ware County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13299","Ware County, Georgia",33545,"Ware County, Georgia",3586
"G1303010","2005-2009","GA",,,"Georgia","13","Warren County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13301","Warren County, Georgia",32892,"Warren County, Georgia",2340
"G1303030","2005-2009","GA",,,"Georgia","13","Washington County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13303","Washington County, Georgia",31178,"Washington County, Georgia",2388
"G1303050","2005-2009","GA",,,"Georgia","13","Wayne County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13305","Wayne County, Georgia",38457,"Wayne County, Georgia",2674
"G1303070","2005-2009","GA",,,"Georgia","13","Webster County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13307","Webster County, Georgia",25030,"Webster County, Georgia",5567
"G1303090","2005-2009","GA",,,"Georgia","13","Wheeler County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13309","Wheeler County, Georgia",35625,"Wheeler County, Georgia",5433
"G1303110","2005-2009","GA",,,"Georgia","13","White County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13311","White County, Georgia",42295,"White County, Georgia",4912
"G1303130","2005-2009","GA",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13313","Whitfield County, Georgia",42783,"Whitfield County, Georgia",1758
"G1303150","2005-2009","GA",,,"Georgia","13","Wilcox County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13315","Wilcox County, Georgia",28863,"Wilcox County, Georgia",3325
"G1303170","2005-2009","GA",,,"Georgia","13","Wilkes County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13317","Wilkes County, Georgia",32074,"Wilkes County, Georgia",4403
"G1303190","2005-2009","GA",,,"Georgia","13","Wilkinson County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13319","Wilkinson County, Georgia",36353,"Wilkinson County, Georgia",2548
"G1303210","2005-2009","GA",,,"Georgia","13","Worth County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13321","Worth County, Georgia",36707,"Worth County, Georgia",3609
"G1500010","2005-2009","HI",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15001","Hawaii County, Hawaii",55645,"Hawaii County, Hawaii",1420
"G1500030","2005-2009","HI",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15003","Honolulu County, Hawaii",67066,"Honolulu County, Hawaii",886
"G1500050","2005-2009","HI",,,"Hawaii","15","Kalawao County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15005","Kalawao County, Hawaii",52813,"Kalawao County, Hawaii",33177
"G1500070","2005-2009","HI",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15007","Kauai County, Hawaii",63317,"Kauai County, Hawaii",2612
"G1500090","2005-2009","HI",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US15009","Maui County, Hawaii",63659,"Maui County, Hawaii",1747
"G1600010","2005-2009","ID",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16001","Ada County, Idaho",55888,"Ada County, Idaho",867
"G1600030","2005-2009","ID",,,"Idaho","16","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16003","Adams County, Idaho",37255,"Adams County, Idaho",5118
"G1600050","2005-2009","ID",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16005","Bannock County, Idaho",44162,"Bannock County, Idaho",1363
"G1600070","2005-2009","ID",,,"Idaho","16","Bear Lake County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16007","Bear Lake County, Idaho",44263,"Bear Lake County, Idaho",2435
"G1600090","2005-2009","ID",,,"Idaho","16","Benewah County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16009","Benewah County, Idaho",38198,"Benewah County, Idaho",2703
"G1600110","2005-2009","ID",,,"Idaho","16","Bingham County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16011","Bingham County, Idaho",44380,"Bingham County, Idaho",2186
"G1600130","2005-2009","ID",,,"Idaho","16","Blaine County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16013","Blaine County, Idaho",56601,"Blaine County, Idaho",7211
"G1600150","2005-2009","ID",,,"Idaho","16","Boise County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16015","Boise County, Idaho",49341,"Boise County, Idaho",6738
"G1600170","2005-2009","ID",,,"Idaho","16","Bonner County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16017","Bonner County, Idaho",42736,"Bonner County, Idaho",2012
"G1600190","2005-2009","ID",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16019","Bonneville County, Idaho",49823,"Bonneville County, Idaho",1364
"G1600210","2005-2009","ID",,,"Idaho","16","Boundary County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16021","Boundary County, Idaho",35473,"Boundary County, Idaho",6142
"G1600230","2005-2009","ID",,,"Idaho","16","Butte County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16023","Butte County, Idaho",34229,"Butte County, Idaho",3667
"G1600250","2005-2009","ID",,,"Idaho","16","Camas County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16025","Camas County, Idaho",50114,"Camas County, Idaho",8955
"G1600270","2005-2009","ID",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16027","Canyon County, Idaho",42912,"Canyon County, Idaho",1016
"G1600290","2005-2009","ID",,,"Idaho","16","Caribou County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16029","Caribou County, Idaho",43918,"Caribou County, Idaho",3066
"G1600310","2005-2009","ID",,,"Idaho","16","Cassia County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16031","Cassia County, Idaho",39167,"Cassia County, Idaho",3182
"G1600330","2005-2009","ID",,,"Idaho","16","Clark County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16033","Clark County, Idaho",38405,"Clark County, Idaho",4202
"G1600350","2005-2009","ID",,,"Idaho","16","Clearwater County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16035","Clearwater County, Idaho",41875,"Clearwater County, Idaho",2717
"G1600370","2005-2009","ID",,,"Idaho","16","Custer County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16037","Custer County, Idaho",41958,"Custer County, Idaho",7721
"G1600390","2005-2009","ID",,,"Idaho","16","Elmore County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16039","Elmore County, Idaho",44015,"Elmore County, Idaho",2833
"G1600410","2005-2009","ID",,,"Idaho","16","Franklin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16041","Franklin County, Idaho",44753,"Franklin County, Idaho",3239
"G1600430","2005-2009","ID",,,"Idaho","16","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16043","Fremont County, Idaho",43486,"Fremont County, Idaho",3955
"G1600450","2005-2009","ID",,,"Idaho","16","Gem County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16045","Gem County, Idaho",41847,"Gem County, Idaho",3151
"G1600470","2005-2009","ID",,,"Idaho","16","Gooding County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16047","Gooding County, Idaho",37732,"Gooding County, Idaho",2641
"G1600490","2005-2009","ID",,,"Idaho","16","Idaho County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16049","Idaho County, Idaho",34456,"Idaho County, Idaho",2535
"G1600510","2005-2009","ID",,,"Idaho","16","Jefferson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16051","Jefferson County, Idaho",50181,"Jefferson County, Idaho",2004
"G1600530","2005-2009","ID",,,"Idaho","16","Jerome County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16053","Jerome County, Idaho",40322,"Jerome County, Idaho",2933
"G1600550","2005-2009","ID",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16055","Kootenai County, Idaho",45446,"Kootenai County, Idaho",1445
"G1600570","2005-2009","ID",,,"Idaho","16","Latah County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16057","Latah County, Idaho",36448,"Latah County, Idaho",2445
"G1600590","2005-2009","ID",,,"Idaho","16","Lemhi County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16059","Lemhi County, Idaho",38750,"Lemhi County, Idaho",4870
"G1600610","2005-2009","ID",,,"Idaho","16","Lewis County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16061","Lewis County, Idaho",36000,"Lewis County, Idaho",1589
"G1600630","2005-2009","ID",,,"Idaho","16","Lincoln County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16063","Lincoln County, Idaho",45903,"Lincoln County, Idaho",2453
"G1600650","2005-2009","ID",,,"Idaho","16","Madison County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16065","Madison County, Idaho",35511,"Madison County, Idaho",2908
"G1600670","2005-2009","ID",,,"Idaho","16","Minidoka County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16067","Minidoka County, Idaho",40344,"Minidoka County, Idaho",3228
"G1600690","2005-2009","ID",,,"Idaho","16","Nez Perce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16069","Nez Perce County, Idaho",42919,"Nez Perce County, Idaho",2128
"G1600710","2005-2009","ID",,,"Idaho","16","Oneida County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16071","Oneida County, Idaho",43912,"Oneida County, Idaho",3646
"G1600730","2005-2009","ID",,,"Idaho","16","Owyhee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16073","Owyhee County, Idaho",31660,"Owyhee County, Idaho",3518
"G1600750","2005-2009","ID",,,"Idaho","16","Payette County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16075","Payette County, Idaho",44480,"Payette County, Idaho",2551
"G1600770","2005-2009","ID",,,"Idaho","16","Power County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16077","Power County, Idaho",37455,"Power County, Idaho",5324
"G1600790","2005-2009","ID",,,"Idaho","16","Shoshone County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16079","Shoshone County, Idaho",35357,"Shoshone County, Idaho",2349
"G1600810","2005-2009","ID",,,"Idaho","16","Teton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16081","Teton County, Idaho",51125,"Teton County, Idaho",3931
"G1600830","2005-2009","ID",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16083","Twin Falls County, Idaho",41577,"Twin Falls County, Idaho",1396
"G1600850","2005-2009","ID",,,"Idaho","16","Valley County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16085","Valley County, Idaho",52523,"Valley County, Idaho",4916
"G1600870","2005-2009","ID",,,"Idaho","16","Washington County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US16087","Washington County, Idaho",35897,"Washington County, Idaho",3387
"G1700010","2005-2009","IL",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17001","Adams County, Illinois",43460,"Adams County, Illinois",1337
"G1700030","2005-2009","IL",,,"Illinois","17","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17003","Alexander County, Illinois",28983,"Alexander County, Illinois",5238
"G1700050","2005-2009","IL",,,"Illinois","17","Bond County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17005","Bond County, Illinois",47240,"Bond County, Illinois",4082
"G1700070","2005-2009","IL",,,"Illinois","17","Boone County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17007","Boone County, Illinois",59202,"Boone County, Illinois",2265
"G1700090","2005-2009","IL",,,"Illinois","17","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17009","Brown County, Illinois",33472,"Brown County, Illinois",4140
"G1700110","2005-2009","IL",,,"Illinois","17","Bureau County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17011","Bureau County, Illinois",45329,"Bureau County, Illinois",1604
"G1700130","2005-2009","IL",,,"Illinois","17","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17013","Calhoun County, Illinois",44016,"Calhoun County, Illinois",3321
"G1700150","2005-2009","IL",,,"Illinois","17","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17015","Carroll County, Illinois",42969,"Carroll County, Illinois",2115
"G1700170","2005-2009","IL",,,"Illinois","17","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17017","Cass County, Illinois",41083,"Cass County, Illinois",2668
"G1700190","2005-2009","IL",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17019","Champaign County, Illinois",42561,"Champaign County, Illinois",1233
"G1700210","2005-2009","IL",,,"Illinois","17","Christian County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17021","Christian County, Illinois",41195,"Christian County, Illinois",1693
"G1700230","2005-2009","IL",,,"Illinois","17","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17023","Clark County, Illinois",43364,"Clark County, Illinois",2573
"G1700250","2005-2009","IL",,,"Illinois","17","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17025","Clay County, Illinois",37660,"Clay County, Illinois",3929
"G1700270","2005-2009","IL",,,"Illinois","17","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17027","Clinton County, Illinois",54313,"Clinton County, Illinois",1645
"G1700290","2005-2009","IL",,,"Illinois","17","Coles County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17029","Coles County, Illinois",35102,"Coles County, Illinois",2004
"G1700310","2005-2009","IL",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17031","Cook County, Illinois",53903,"Cook County, Illinois",302
"G1700330","2005-2009","IL",,,"Illinois","17","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17033","Crawford County, Illinois",40006,"Crawford County, Illinois",2307
"G1700350","2005-2009","IL",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17035","Cumberland County, Illinois",42215,"Cumberland County, Illinois",2779
"G1700370","2005-2009","IL",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17037","DeKalb County, Illinois",53291,"DeKalb County, Illinois",1431
"G1700390","2005-2009","IL",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17039","De Witt County, Illinois",46623,"De Witt County, Illinois",3424
"G1700410","2005-2009","IL",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17041","Douglas County, Illinois",47431,"Douglas County, Illinois",3038
"G1700430","2005-2009","IL",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17043","DuPage County, Illinois",76355,"DuPage County, Illinois",862
"G1700450","2005-2009","IL",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17045","Edgar County, Illinois",38624,"Edgar County, Illinois",2819
"G1700470","2005-2009","IL",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17047","Edwards County, Illinois",40741,"Edwards County, Illinois",2162
"G1700490","2005-2009","IL",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17049","Effingham County, Illinois",46658,"Effingham County, Illinois",2436
"G1700510","2005-2009","IL",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17051","Fayette County, Illinois",39615,"Fayette County, Illinois",2395
"G1700530","2005-2009","IL",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17053","Ford County, Illinois",46141,"Ford County, Illinois",3706
"G1700550","2005-2009","IL",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17055","Franklin County, Illinois",33711,"Franklin County, Illinois",1210
"G1700570","2005-2009","IL",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17057","Fulton County, Illinois",40681,"Fulton County, Illinois",1688
"G1700590","2005-2009","IL",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17059","Gallatin County, Illinois",33954,"Gallatin County, Illinois",2867
"G1700610","2005-2009","IL",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17061","Greene County, Illinois",39846,"Greene County, Illinois",1901
"G1700630","2005-2009","IL",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17063","Grundy County, Illinois",64455,"Grundy County, Illinois",2425
"G1700650","2005-2009","IL",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17065","Hamilton County, Illinois",34014,"Hamilton County, Illinois",3727
"G1700670","2005-2009","IL",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17067","Hancock County, Illinois",42732,"Hancock County, Illinois",2913
"G1700690","2005-2009","IL",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17069","Hardin County, Illinois",32083,"Hardin County, Illinois",6362
"G1700710","2005-2009","IL",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17071","Henderson County, Illinois",39536,"Henderson County, Illinois",2794
"G1700730","2005-2009","IL",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17073","Henry County, Illinois",48618,"Henry County, Illinois",1790
"G1700750","2005-2009","IL",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17075","Iroquois County, Illinois",46762,"Iroquois County, Illinois",2048
"G1700770","2005-2009","IL",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17077","Jackson County, Illinois",29493,"Jackson County, Illinois",2037
"G1700790","2005-2009","IL",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17079","Jasper County, Illinois",45252,"Jasper County, Illinois",4094
"G1700810","2005-2009","IL",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17081","Jefferson County, Illinois",40343,"Jefferson County, Illinois",1928
"G1700830","2005-2009","IL",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17083","Jersey County, Illinois",51553,"Jersey County, Illinois",1639
"G1700850","2005-2009","IL",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17085","Jo Daviess County, Illinois",52514,"Jo Daviess County, Illinois",2783
"G1700870","2005-2009","IL",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17087","Johnson County, Illinois",45934,"Johnson County, Illinois",4029
"G1700890","2005-2009","IL",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17089","Kane County, Illinois",68327,"Kane County, Illinois",1025
"G1700910","2005-2009","IL",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17091","Kankakee County, Illinois",50911,"Kankakee County, Illinois",1412
"G1700930","2005-2009","IL",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17093","Kendall County, Illinois",79504,"Kendall County, Illinois",1794
"G1700950","2005-2009","IL",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17095","Knox County, Illinois",38535,"Knox County, Illinois",1661
"G1700970","2005-2009","IL",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17097","Lake County, Illinois",78423,"Lake County, Illinois",780
"G1700990","2005-2009","IL",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17099","LaSalle County, Illinois",50270,"LaSalle County, Illinois",1124
"G1701010","2005-2009","IL",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17101","Lawrence County, Illinois",38085,"Lawrence County, Illinois",2349
"G1701030","2005-2009","IL",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17103","Lee County, Illinois",50483,"Lee County, Illinois",2348
"G1701050","2005-2009","IL",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17105","Livingston County, Illinois",49799,"Livingston County, Illinois",1600
"G1701070","2005-2009","IL",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17107","Logan County, Illinois",47644,"Logan County, Illinois",3092
"G1701090","2005-2009","IL",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17109","McDonough County, Illinois",32337,"McDonough County, Illinois",2361
"G1701110","2005-2009","IL",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17111","McHenry County, Illinois",77314,"McHenry County, Illinois",1135
"G1701130","2005-2009","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17113","McLean County, Illinois",55812,"McLean County, Illinois",1240
"G1701150","2005-2009","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17115","Macon County, Illinois",44107,"Macon County, Illinois",1145
"G1701170","2005-2009","IL",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17117","Macoupin County, Illinois",46857,"Macoupin County, Illinois",2830
"G1701190","2005-2009","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17119","Madison County, Illinois",50877,"Madison County, Illinois",808
"G1701210","2005-2009","IL",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17121","Marion County, Illinois",37446,"Marion County, Illinois",1773
"G1701230","2005-2009","IL",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17123","Marshall County, Illinois",47484,"Marshall County, Illinois",3950
"G1701250","2005-2009","IL",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17125","Mason County, Illinois",42687,"Mason County, Illinois",2396
"G1701270","2005-2009","IL",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17127","Massac County, Illinois",38237,"Massac County, Illinois",2282
"G1701290","2005-2009","IL",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17129","Menard County, Illinois",56821,"Menard County, Illinois",5119
"G1701310","2005-2009","IL",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17131","Mercer County, Illinois",51200,"Mercer County, Illinois",4214
"G1701330","2005-2009","IL",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17133","Monroe County, Illinois",66850,"Monroe County, Illinois",3494
"G1701350","2005-2009","IL",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17135","Montgomery County, Illinois",39514,"Montgomery County, Illinois",1908
"G1701370","2005-2009","IL",,,"Illinois","17","Morgan County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17137","Morgan County, Illinois",44539,"Morgan County, Illinois",2614
"G1701390","2005-2009","IL",,,"Illinois","17","Moultrie County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17139","Moultrie County, Illinois",45385,"Moultrie County, Illinois",1773
