GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,NAME_M,ALWVM001,ALWVM002,ALWVM003,ALWVM004,ALWVM005,ALWVM006,ALWVM007,ALWVM008
"G0801210","2015-2019","CO",,,"Colorado","08","Washington County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08121",,,"Washington County, Colorado",4547,210,325,183,275,383,122,3049,"Washington County, Colorado",133,92,101,61,96,83,50,166
"G0801230","2015-2019","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08123",,,"Weld County, Colorado",298294,14741,15125,10930,12532,16885,8834,219247,"Weld County, Colorado",598,1415,1343,1097,1480,1461,1255,2864
"G0801250","2015-2019","CO",,,"Colorado","08","Yuma County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08125",,,"Yuma County, Colorado",9708,806,551,800,208,937,466,5940,"Yuma County, Colorado",169,268,207,257,121,350,243,433
"G0900010","2015-2019","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09001",,,"Fairfield County, Connecticut",926424,37459,44868,26548,26715,41543,15587,733704,"Fairfield County, Connecticut",800,2091,2972,2323,2357,2732,1448,4895
"G0900030","2015-2019","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09003",,,"Hartford County, Connecticut",872105,43507,50685,28316,30076,41668,15037,662816,"Hartford County, Connecticut",921,2604,2468,2198,2508,2552,1324,4545
"G0900050","2015-2019","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09005",,,"Litchfield County, Connecticut",179809,5631,6785,4509,4545,6863,3214,148262,"Litchfield County, Connecticut",386,807,734,619,798,1083,563,1747
"G0900070","2015-2019","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09007",,,"Middlesex County, Connecticut",157700,5223,5721,3189,4059,6950,2247,130311,"Middlesex County, Connecticut",516,757,724,534,751,1086,510,1541
"G0900090","2015-2019","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09009",,,"New Haven County, Connecticut",831151,46372,51181,28904,29364,39693,17054,618583,"New Haven County, Connecticut",900,2608,2721,2008,2542,2393,1927,4327
"G0900110","2015-2019","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09011",,,"New London County, Connecticut",255691,10271,13769,8821,8819,12823,4798,196390,"New London County, Connecticut",614,1073,1386,1124,1173,1332,817,2291
"G0900130","2015-2019","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09013",,,"Tolland County, Connecticut",136003,5369,4627,3674,3248,4734,2360,111991,"Tolland County, Connecticut",635,676,745,659,745,737,591,1467
"G0900150","2015-2019","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US09015",,,"Windham County, Connecticut",111204,4961,7717,3595,3364,5836,2755,82976,"Windham County, Connecticut",505,745,1011,713,702,991,707,1572
"G1000010","2015-2019","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10001",,,"Kent County, Delaware",171048,9339,13795,7302,8322,11753,3989,116548,"Kent County, Delaware",634,1202,1500,1308,1284,1642,925,3539
"G1000030","2015-2019","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10003",,,"New Castle County, Delaware",539034,30627,30706,15392,16490,24069,11901,409849,"New Castle County, Delaware",910,1861,2452,1440,1697,1948,2161,4119
"G1000050","2015-2019","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US10005",,,"Sussex County, Delaware",220682,8640,16293,7733,8709,13004,5540,160763,"Sussex County, Delaware",372,905,1631,1094,1188,1370,912,2440
"G1100010","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US11001",,,"District of Columbia, District of Columbia",659676,59446,47694,23513,17936,27198,10818,473071,"District of Columbia, District of Columbia",399,3397,2538,2265,1841,2480,1369,3733
"G1200010","2015-2019","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12001",,,"Alachua County, Florida",251017,31003,22598,11495,10204,15729,6336,153652,"Alachua County, Florida",905,1834,1692,1357,1351,1300,894,3061
"G1200030","2015-2019","FL",,,"Florida","12","Baker County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12003",,,"Baker County, Florida",25110,1546,1471,1405,1335,1434,1047,16872,"Baker County, Florida",625,572,601,643,629,595,637,1276
"G1200050","2015-2019","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12005",,,"Bay County, Florida",179751,11775,14446,7501,7656,12978,5967,119428,"Bay County, Florida",382,1270,1701,923,1224,1797,961,2853
"G1200070","2015-2019","FL",,,"Florida","12","Bradford County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12007",,,"Bradford County, Florida",23427,2393,2809,1157,1217,1508,622,13721,"Bradford County, Florida",738,608,673,407,512,436,274,1057
"G1200090","2015-2019","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12009",,,"Brevard County, Florida",578893,28387,40069,25580,26193,36985,17579,404100,"Brevard County, Florida",823,2176,3121,2587,2374,2661,1722,5006
"G1200110","2015-2019","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12011",,,"Broward County, Florida",1909208,110904,138649,92343,87766,138955,56651,1283940,"Broward County, Florida",1362,4880,5667,4702,4332,5770,4181,10509
"G1200130","2015-2019","FL",,,"Florida","12","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12013",,,"Calhoun County, Florida",12321,598,1211,789,580,920,406,7817,"Calhoun County, Florida",266,232,316,293,220,364,253,621
"G1200150","2015-2019","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12015",,,"Charlotte County, Florida",177251,8069,11554,9121,8317,14211,4754,121225,"Charlotte County, Florida",349,1011,1250,1399,1040,1354,876,2377
"G1200170","2015-2019","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12017",,,"Citrus County, Florida",142358,9132,13218,7611,8492,11168,5502,87235,"Citrus County, Florida",415,1406,1266,1245,1306,1218,1184,2584
"G1200190","2015-2019","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12019",,,"Clay County, Florida",209390,9888,11544,9575,8741,10686,5498,153458,"Clay County, Florida",441,1431,1497,1505,1795,1362,1126,2788
"G1200210","2015-2019","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12021",,,"Collier County, Florida",367773,16220,25023,14383,16598,24937,11994,258618,"Collier County, Florida",572,1732,2299,1768,2419,2872,2210,4364
"G1200230","2015-2019","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12023",,,"Columbia County, Florida",64977,4883,5378,3859,3963,4563,2061,40270,"Columbia County, Florida",365,1017,984,757,820,688,578,1453
"G1200270","2015-2019","FL",,,"Florida","12","DeSoto County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12027",,,"DeSoto County, Florida",35018,4611,4788,2868,2313,3772,1152,15514,"DeSoto County, Florida",404,858,864,658,554,568,489,1224
"G1200290","2015-2019","FL",,,"Florida","12","Dixie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12029",,,"Dixie County, Florida",14865,1316,1842,889,1163,1045,667,7943,"Dixie County, Florida",201,384,529,273,459,357,313,712
"G1200310","2015-2019","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12031",,,"Duval County, Florida",914959,63438,68908,43029,45092,63045,27079,604368,"Duval County, Florida",1320,3127,4072,3146,3274,3577,2403,5664
"G1200330","2015-2019","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12033",,,"Escambia County, Florida",295356,17556,23883,15074,12899,22392,9930,193622,"Escambia County, Florida",1080,1857,2122,1637,1403,2042,1338,3375
"G1200350","2015-2019","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12035",,,"Flagler County, Florida",108721,6835,6653,5825,5881,8512,3729,71286,"Flagler County, Florida",283,1278,1184,1137,1065,1169,704,1969
"G1200370","2015-2019","FL",,,"Florida","12","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12037",,,"Franklin County, Florida",10209,897,1020,710,711,617,244,6010,"Franklin County, Florida",182,330,204,285,287,213,139,462
"G1200390","2015-2019","FL",,,"Florida","12","Gadsden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12039",,,"Gadsden County, Florida",42513,5401,4280,1885,2684,4147,1164,22952,"Gadsden County, Florida",512,896,911,573,697,804,398,1328
"G1200410","2015-2019","FL",,,"Florida","12","Gilchrist County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12041",,,"Gilchrist County, Florida",16456,940,1887,1359,1341,1201,488,9240,"Gilchrist County, Florida",276,270,539,497,470,345,221,748
"G1200430","2015-2019","FL",,,"Florida","12","Glades County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12043",,,"Glades County, Florida",12285,886,1257,1026,949,702,547,6918,"Glades County, Florida",167,405,369,419,457,254,269,703
"G1200450","2015-2019","FL",,,"Florida","12","Gulf County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12045",,,"Gulf County, Florida",13132,678,1012,585,525,1448,275,8609,"Gulf County, Florida",214,285,290,314,240,429,138,624
"G1200470","2015-2019","FL",,,"Florida","12","Hamilton County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12047",,,"Hamilton County, Florida",11014,1530,1766,462,555,948,222,5531,"Hamilton County, Florida",506,366,447,220,220,371,109,630
"G1200490","2015-2019","FL",,,"Florida","12","Hardee County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12049",,,"Hardee County, Florida",25304,2768,3337,2474,2403,2217,643,11462,"Hardee County, Florida",202,716,828,1006,744,610,251,848
"G1200510","2015-2019","FL",,,"Florida","12","Hendry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12051",,,"Hendry County, Florida",40156,4886,5273,3074,2794,4676,972,18481,"Hendry County, Florida",143,920,1120,1034,682,950,606,1536
"G1200530","2015-2019","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12053",,,"Hernando County, Florida",183763,11799,14103,9086,10315,14521,6307,117632,"Hernando County, Florida",446,1105,1421,1159,1382,1469,981,2843
"G1200550","2015-2019","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12055",,,"Highlands County, Florida",101823,7951,10998,6259,6657,8464,3654,57840,"Highlands County, Florida",339,1320,1316,1155,1095,1168,813,1730
"G1200570","2015-2019","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12057",,,"Hillsborough County, Florida",1401615,90772,113373,66040,63642,97500,40600,929688,"Hillsborough County, Florida",1155,4259,4409,3616,3889,3815,2689,6933
"G1200590","2015-2019","FL",,,"Florida","12","Holmes County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12059",,,"Holmes County, Florida",17562,1556,2448,1166,988,1479,629,9296,"Holmes County, Florida",234,329,451,312,356,428,261,696
"G1200610","2015-2019","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12061",,,"Indian River County, Florida",152398,7804,9614,8480,7068,11824,4212,103396,"Indian River County, Florida",313,1180,1418,1773,1277,1990,988,2902
"G1200630","2015-2019","FL",,,"Florida","12","Jackson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12063",,,"Jackson County, Florida",40131,2577,5210,2412,2208,3504,1680,22540,"Jackson County, Florida",493,568,813,563,503,615,509,1041
"G1200650","2015-2019","FL",,,"Florida","12","Jefferson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12065",,,"Jefferson County, Florida",12007,900,1084,555,1010,628,413,7417,"Jefferson County, Florida",211,278,296,281,362,243,201,550
"G1200670","2015-2019","FL",,,"Florida","12","Lafayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12067",,,"Lafayette County, Florida",7106,202,708,1230,137,667,345,3817,"Lafayette County, Florida",186,126,320,499,101,301,271,471
"G1200690","2015-2019","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12069",,,"Lake County, Florida",341621,17175,23786,16623,18539,24049,10683,230766,"Lake County, Florida",468,2763,1975,1858,2328,2046,1793,4295
"G1200710","2015-2019","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12071",,,"Lee County, Florida",728258,43677,51626,32998,33919,51494,19471,495073,"Lee County, Florida",1427,3091,3461,2936,2750,3611,1762,5467
"G1200730","2015-2019","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12073",,,"Leon County, Florida",276964,30904,25893,12375,10348,16402,6865,174177,"Leon County, Florida",1327,1782,2062,1239,1231,1624,781,2564
"G1200750","2015-2019","FL",,,"Florida","12","Levy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12075",,,"Levy County, Florida",40039,3169,5101,3102,2299,3968,1599,20801,"Levy County, Florida",110,612,804,632,524,590,496,929
"G1200770","2015-2019","FL",,,"Florida","12","Liberty County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12077",,,"Liberty County, Florida",6941,337,826,404,915,775,350,3334,"Liberty County, Florida",200,211,318,196,310,294,275,445
"G1200790","2015-2019","FL",,,"Florida","12","Madison County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12079",,,"Madison County, Florida",16265,1593,2930,851,847,1252,508,8284,"Madison County, Florida",256,531,703,267,286,320,256,800
"G1200810","2015-2019","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12081",,,"Manatee County, Florida",379744,18373,26254,17488,18265,23150,10227,265987,"Manatee County, Florida",446,1703,2041,2044,2189,2173,1337,3778
"G1200830","2015-2019","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12083",,,"Marion County, Florida",343041,24653,30539,17311,19836,29365,13385,207952,"Marion County, Florida",878,2325,2535,2386,2438,2777,2060,4072
"G1200850","2015-2019","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12085",,,"Martin County, Florida",155919,7057,8310,7705,5597,10370,3066,113814,"Martin County, Florida",349,1035,1358,1431,1255,1525,588,2212
"G1200860","2015-2019","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12086",,,"Miami-Dade County, Florida",2661642,176672,278333,170173,158407,216934,87719,1573404,"Miami-Dade County, Florida",1688,4173,6483,6263,6044,7146,4401,11363
"G1200870","2015-2019","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12087",,,"Monroe County, Florida",74532,3538,4622,2984,3014,4420,1744,54210,"Monroe County, Florida",247,506,707,547,561,690,398,1342
"G1200890","2015-2019","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12089",,,"Nassau County, Florida",82281,3485,5195,1930,2230,4797,2196,62448,"Nassau County, Florida",212,676,845,539,550,891,557,1742
"G1200910","2015-2019","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12091",,,"Okaloosa County, Florida",197770,8049,13518,7400,9036,11863,6088,141816,"Okaloosa County, Florida",522,1163,1904,988,1106,1607,1167,2767
"G1200930","2015-2019","FL",,,"Florida","12","Okeechobee County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12093",,,"Okeechobee County, Florida",37948,2991,4991,2728,1975,4725,889,19649,"Okeechobee County, Florida",342,815,1132,760,564,921,284,1164
"G1200950","2015-2019","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12095",,,"Orange County, Florida",1316191,81429,114038,69499,67572,101002,39606,843045,"Orange County, Florida",2096,3887,5651,4077,4958,4845,3555,9936
"G1200970","2015-2019","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12097",,,"Osceola County, Florida",349593,22316,29475,20200,25496,34834,14354,202918,"Osceola County, Florida",458,2494,3276,3078,3964,3212,2588,5493
"G1200990","2015-2019","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12099",,,"Palm Beach County, Florida",1444645,77202,98540,64525,64029,94452,42196,1003701,"Palm Beach County, Florida",982,3133,3938,3766,3765,3778,2694,7043
"G1201010","2015-2019","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12101",,,"Pasco County, Florida",516444,28944,36809,23341,26015,36688,16101,348546,"Pasco County, Florida",717,1929,2266,1881,2053,2449,1755,4093
"G1201030","2015-2019","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12103",,,"Pinellas County, Florida",950026,54635,61472,39424,41965,66211,27106,659213,"Pinellas County, Florida",960,3135,3129,2321,2226,3044,2230,5645
"G1201050","2015-2019","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12105",,,"Polk County, Florida",672585,47719,58756,37677,42140,55139,25061,406093,"Polk County, Florida",910,3343,3409,2666,3019,3464,2330,6110
"G1201070","2015-2019","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12107",,,"Putnam County, Florida",71761,7342,9590,5680,5042,6637,2208,35262,"Putnam County, Florida",359,1159,1154,776,863,1282,482,1446
"G1201090","2015-2019","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12109",,,"St. Johns County, Florida",241882,8999,10780,5741,7044,9357,4709,195252,"St. Johns County, Florida",519,1500,1144,1205,1468,1385,1060,3140
"G1201110","2015-2019","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12111",,,"St. Lucie County, Florida",310031,17024,24260,17512,16337,22966,11319,200613,"St. Lucie County, Florida",584,2083,2706,2160,2307,2697,2299,4457
"G1201130","2015-2019","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12113",,,"Santa Rosa County, Florida",167968,7738,8472,5493,6743,9828,4377,125317,"Santa Rosa County, Florida",679,1303,1092,1160,1303,1227,894,2385
"G1201150","2015-2019","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12115",,,"Sarasota County, Florida",413732,15827,21208,14689,15583,22256,11070,313099,"Sarasota County, Florida",572,1448,1953,1743,1550,1698,1346,3765
"G1201170","2015-2019","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12117",,,"Seminole County, Florida",457214,24402,24286,17529,17186,26607,12096,335108,"Seminole County, Florida",671,1658,2609,1933,1633,2377,1438,3899
"G1201190","2015-2019","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12119",,,"Sumter County, Florida",115461,4093,5352,3687,4419,6237,3045,88628,"Sumter County, Florida",612,745,958,661,1161,867,695,1739
"G1201210","2015-2019","FL",,,"Florida","12","Suwannee County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12121",,,"Suwannee County, Florida",42122,2218,4069,2729,2187,3471,2491,24957,"Suwannee County, Florida",285,628,912,751,689,826,871,1483
"G1201230","2015-2019","FL",,,"Florida","12","Taylor County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12123",,,"Taylor County, Florida",17873,1161,2621,570,1150,1608,644,10119,"Taylor County, Florida",304,534,649,317,459,581,409,902
"G1201250","2015-2019","FL",,,"Florida","12","Union County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12125",,,"Union County, Florida",9535,761,1227,599,349,779,324,5496,"Union County, Florida",733,222,356,245,227,271,176,522
"G1201270","2015-2019","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12127",,,"Volusia County, Florida",526354,33598,41416,26953,24505,39574,17156,343152,"Volusia County, Florida",1073,2139,2753,2455,1957,2712,1797,4907
"G1201290","2015-2019","FL",,,"Florida","12","Wakulla County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12129",,,"Wakulla County, Florida",28878,1497,2036,1053,1322,2051,1214,19705,"Wakulla County, Florida",275,596,626,510,609,652,448,1081
"G1201310","2015-2019","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12131",,,"Walton County, Florida",66214,3782,4990,3238,2550,4170,1996,45488,"Walton County, Florida",372,900,816,1061,703,835,571,1566
"G1201330","2015-2019","FL",,,"Florida","12","Washington County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US12133",,,"Washington County, Florida",21909,2257,3034,1614,1374,2107,548,10975,"Washington County, Florida",340,500,574,403,412,508,245,751
"G1300010","2015-2019","GA",,,"Georgia","13","Appling County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13001",,,"Appling County, Georgia",17975,1550,2492,1371,1289,1242,712,9319,"Appling County, Georgia",164,445,638,404,424,429,414,848
"G1300030","2015-2019","GA",,,"Georgia","13","Atkinson County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13003",,,"Atkinson County, Georgia",8200,957,1525,623,590,476,305,3724,"Atkinson County, Georgia",30,341,375,237,288,153,173,414
"G1300050","2015-2019","GA",,,"Georgia","13","Bacon County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13005",,,"Bacon County, Georgia",10465,830,1656,679,1033,824,246,5197,"Bacon County, Georgia",208,259,465,285,351,370,148,484
"G1300070","2015-2019","GA",,,"Georgia","13","Baker County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13007",,,"Baker County, Georgia",3132,406,311,103,118,627,113,1454,"Baker County, Georgia",13,205,134,72,78,216,74,260
"G1300090","2015-2019","GA",,,"Georgia","13","Baldwin County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13009",,,"Baldwin County, Georgia",41144,6123,3602,2787,1435,2879,1989,22329,"Baldwin County, Georgia",711,870,668,669,502,672,771,1502
"G1300110","2015-2019","GA",,,"Georgia","13","Banks County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13011",,,"Banks County, Georgia",18682,1209,1279,1885,1101,2002,883,10323,"Banks County, Georgia",26,358,290,518,393,481,369,638
"G1300130","2015-2019","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13013",,,"Barrow County, Georgia",78558,3677,6230,3814,3879,5737,2113,53108,"Barrow County, Georgia",160,644,1011,760,737,896,590,1513
"G1300150","2015-2019","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13015",,,"Bartow County, Georgia",103524,6161,8375,6364,5419,8881,2707,65617,"Bartow County, Georgia",289,1244,1548,1449,1114,1657,773,2206
"G1300170","2015-2019","GA",,,"Georgia","13","Ben Hill County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13017",,,"Ben Hill County, Georgia",16630,2090,2835,661,815,1638,726,7865,"Ben Hill County, Georgia",171,574,636,211,311,557,309,710
"G1300190","2015-2019","GA",,,"Georgia","13","Berrien County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13019",,,"Berrien County, Georgia",18867,2166,2398,1197,1096,1337,569,10104,"Berrien County, Georgia",136,522,511,370,368,388,315,681
"G1300210","2015-2019","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13021",,,"Bibb County, Georgia",146526,16589,19922,7748,7183,10176,3733,81175,"Bibb County, Georgia",496,1259,2046,1064,1012,1393,716,2257
"G1300230","2015-2019","GA",,,"Georgia","13","Bleckley County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13023",,,"Bleckley County, Georgia",11255,1084,938,827,613,1430,283,6080,"Bleckley County, Georgia",309,331,304,295,250,456,186,579
"G1300250","2015-2019","GA",,,"Georgia","13","Brantley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13025",,,"Brantley County, Georgia",18606,1158,2496,1943,1406,2061,461,9081,"Brantley County, Georgia",114,413,702,818,546,838,279,1027
"G1300270","2015-2019","GA",,,"Georgia","13","Brooks County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13027",,,"Brooks County, Georgia",15442,2452,1048,1122,1042,1455,449,7874,"Brooks County, Georgia",76,608,351,382,359,478,282,671
"G1300290","2015-2019","GA",,,"Georgia","13","Bryan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13029",,,"Bryan County, Georgia",36797,2092,2473,720,1042,2154,1305,27011,"Bryan County, Georgia",160,586,658,292,363,662,464,1218
"G1300310","2015-2019","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13031",,,"Bulloch County, Georgia",67645,9590,8284,3319,3755,5536,1695,35466,"Bulloch County, Georgia",918,1319,990,705,912,1009,518,1573
"G1300330","2015-2019","GA",,,"Georgia","13","Burke County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13033",,,"Burke County, Georgia",22241,2173,2755,1525,1107,1847,729,12105,"Burke County, Georgia",129,567,759,576,385,487,352,800
"G1300350","2015-2019","GA",,,"Georgia","13","Butts County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13035",,,"Butts County, Georgia",21124,1394,3171,904,1357,1347,526,12425,"Butts County, Georgia",276,494,875,385,521,490,325,997
