GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,NAME_M,ALWVM001,ALWVM002,ALWVM003,ALWVM004,ALWVM005,ALWVM006,ALWVM007,ALWVM008
"G3000090","2015-2019","MT",,,"Montana","30","Carbon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30009",,,"Carbon County, Montana",10483,251,761,248,318,749,212,7944,"Carbon County, Montana",66,82,230,85,147,168,68,326
"G3000110","2015-2019","MT",,,"Montana","30","Carter County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30011",,,"Carter County, Montana",1307,42,129,30,91,168,36,811,"Carter County, Montana",111,26,78,15,70,72,27,91
"G3000130","2015-2019","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30013",,,"Cascade County, Montana",79394,4531,6030,4444,3447,6429,2174,52339,"Cascade County, Montana",249,762,709,853,607,790,506,1414
"G3000150","2015-2019","MT",,,"Montana","30","Chouteau County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30015",,,"Chouteau County, Montana",5688,474,498,316,388,626,197,3189,"Chouteau County, Montana",26,125,121,92,121,159,72,240
"G3000170","2015-2019","MT",,,"Montana","30","Custer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30017",,,"Custer County, Montana",11337,600,704,498,514,726,273,8022,"Custer County, Montana",114,196,161,195,143,175,96,346
"G3000190","2015-2019","MT",,,"Montana","30","Daniels County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30019",,,"Daniels County, Montana",1706,51,31,87,97,82,11,1347,"Daniels County, Montana",161,41,23,40,46,57,12,175
"G3000210","2015-2019","MT",,,"Montana","30","Dawson County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30021",,,"Dawson County, Montana",8496,326,619,316,241,684,366,5944,"Dawson County, Montana",135,143,215,191,147,263,250,390
"G3000230","2015-2019","MT",,,"Montana","30","Deer Lodge County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30023",,,"Deer Lodge County, Montana",8528,665,1061,666,443,472,243,4978,"Deer Lodge County, Montana",144,247,222,250,172,165,136,354
"G3000250","2015-2019","MT",,,"Montana","30","Fallon County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30025",,,"Fallon County, Montana",2825,47,204,68,25,223,27,2231,"Fallon County, Montana",146,38,87,68,20,146,30,178
"G3000270","2015-2019","MT",,,"Montana","30","Fergus County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30027",,,"Fergus County, Montana",10986,764,975,329,568,745,401,7204,"Fergus County, Montana",121,283,414,141,271,247,257,553
"G3000290","2015-2019","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30029",,,"Flathead County, Montana",98998,3787,7044,4909,5055,5566,3134,69503,"Flathead County, Montana",203,719,1184,798,1045,837,698,1842
"G3000310","2015-2019","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30031",,,"Gallatin County, Montana",104238,5913,5862,3171,3740,7420,2998,75134,"Gallatin County, Montana",300,636,679,527,828,1143,541,1539
"G3000330","2015-2019","MT",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30033",,,"Garfield County, Montana",1036,23,39,73,88,145,38,630,"Garfield County, Montana",120,13,17,37,59,54,34,121
"G3000350","2015-2019","MT",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30035",,,"Glacier County, Montana",13395,2027,2132,1233,721,1000,377,5905,"Glacier County, Montana",159,541,526,384,318,340,187,563
"G3000370","2015-2019","MT",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30037",,,"Golden Valley County, Montana",728,55,66,38,36,44,37,452,"Golden Valley County, Montana",86,30,23,23,14,20,29,82
"G3000390","2015-2019","MT",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30039",,,"Granite County, Montana",3243,120,135,192,90,226,203,2277,"Granite County, Montana",24,77,67,122,40,88,105,182
"G3000410","2015-2019","MT",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30041",,,"Hill County, Montana",15945,1331,1631,995,778,1500,453,9257,"Hill County, Montana",171,341,358,276,245,380,172,510
"G3000430","2015-2019","MT",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30043",,,"Jefferson County, Montana",11747,442,475,470,456,449,412,9043,"Jefferson County, Montana",61,161,156,172,161,123,202,380
"G3000450","2015-2019","MT",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30045",,,"Judith Basin County, Montana",1954,79,169,79,80,170,92,1285,"Judith Basin County, Montana",10,32,57,41,32,62,54,106
"G3000470","2015-2019","MT",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30047",,,"Lake County, Montana",29520,2538,3197,1583,1494,2107,1256,17345,"Lake County, Montana",216,430,525,324,319,411,348,699
"G3000490","2015-2019","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30049",,,"Lewis and Clark County, Montana",66165,3142,3718,3045,1831,3039,1885,49505,"Lewis and Clark County, Montana",262,712,670,721,390,530,510,1367
"G3000510","2015-2019","MT",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30051",,,"Liberty County, Montana",2330,240,137,84,254,122,18,1475,"Liberty County, Montana",176,122,73,45,79,70,26,219
"G3000530","2015-2019","MT",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30053",,,"Lincoln County, Montana",19351,1201,2162,1333,1054,2073,942,10586,"Lincoln County, Montana",81,368,501,401,334,492,284,766
"G3000550","2015-2019","MT",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30055",,,"McCone County, Montana",1745,21,87,132,38,152,61,1254,"McCone County, Montana",166,19,44,64,28,90,46,174
"G3000570","2015-2019","MT",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30057",,,"Madison County, Montana",8207,216,475,319,286,793,374,5744,"Madison County, Montana",55,118,144,92,162,224,147,324
"G3000590","2015-2019","MT",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30059",,,"Meagher County, Montana",1864,51,170,76,130,211,22,1204,"Meagher County, Montana",170,47,86,47,90,121,17,222
"G3000610","2015-2019","MT",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30061",,,"Mineral County, Montana",4175,295,483,279,259,302,102,2455,"Mineral County, Montana",31,137,143,95,115,118,66,208
"G3000630","2015-2019","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30063",,,"Missoula County, Montana",114330,6868,9449,4468,4832,6997,4139,77577,"Missoula County, Montana",330,764,951,675,789,906,679,1694
"G3000650","2015-2019","MT",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30065",,,"Musselshell County, Montana",4708,284,312,409,319,210,225,2949,"Musselshell County, Montana",124,122,157,142,171,97,108,279
"G3000670","2015-2019","MT",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30067",,,"Park County, Montana",16196,955,1088,546,654,1035,392,11526,"Park County, Montana",74,212,295,221,254,279,210,588
"G3000690","2015-2019","MT",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30069",,,"Petroleum County, Montana",439,9,32,29,22,36,7,304,"Petroleum County, Montana",73,11,16,16,12,29,9,72
"G3000710","2015-2019","MT",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30071",,,"Phillips County, Montana",4021,138,359,301,136,446,90,2551,"Phillips County, Montana",23,72,125,135,146,176,67,238
"G3000730","2015-2019","MT",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30073",,,"Pondera County, Montana",5862,641,489,248,185,468,220,3611,"Pondera County, Montana",101,185,128,82,61,160,98,251
"G3000750","2015-2019","MT",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30075",,,"Powder River County, Montana",1567,86,115,89,41,83,29,1124,"Powder River County, Montana",107,49,57,62,33,43,18,132
"G3000770","2015-2019","MT",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30077",,,"Powell County, Montana",5218,266,344,346,160,241,128,3733,"Powell County, Montana",181,193,144,141,71,129,103,292
"G3000790","2015-2019","MT",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30079",,,"Prairie County, Montana",1226,67,96,72,101,129,38,723,"Prairie County, Montana",160,44,99,70,59,82,42,135
"G3000810","2015-2019","MT",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30081",,,"Ravalli County, Montana",42122,1968,3227,2068,2177,3584,1385,27713,"Ravalli County, Montana",133,363,694,538,580,638,417,1143
"G3000830","2015-2019","MT",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30083",,,"Richland County, Montana",11145,383,266,290,321,852,165,8868,"Richland County, Montana",51,144,107,101,136,366,82,407
"G3000850","2015-2019","MT",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30085",,,"Roosevelt County, Montana",10847,1532,1542,866,704,656,362,5185,"Roosevelt County, Montana",79,333,348,240,226,221,186,413
"G3000870","2015-2019","MT",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30087",,,"Rosebud County, Montana",9024,692,846,647,340,546,192,5761,"Rosebud County, Montana",59,207,214,246,147,190,94,337
"G3000890","2015-2019","MT",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30089",,,"Sanders County, Montana",11522,657,1178,889,1087,1028,353,6330,"Sanders County, Montana",54,171,279,246,277,257,154,375
"G3000910","2015-2019","MT",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30091",,,"Sheridan County, Montana",3436,115,231,103,184,273,186,2344,"Sheridan County, Montana",167,62,79,50,85,110,89,195
"G3000930","2015-2019","MT",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30093",,,"Silver Bow County, Montana",33852,3115,2777,1533,1726,1842,1060,21799,"Silver Bow County, Montana",196,710,577,443,474,465,349,857
"G3000950","2015-2019","MT",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30095",,,"Stillwater County, Montana",9422,190,489,338,292,444,359,7310,"Stillwater County, Montana",20,94,178,104,101,170,171,301
"G3000970","2015-2019","MT",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30097",,,"Sweet Grass County, Montana",3635,123,86,234,125,169,207,2691,"Sweet Grass County, Montana",32,71,55,118,73,79,114,201
"G3000990","2015-2019","MT",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30099",,,"Teton County, Montana",5980,493,302,280,253,507,206,3939,"Teton County, Montana",44,220,87,99,98,122,96,250
"G3001010","2015-2019","MT",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30101",,,"Toole County, Montana",4219,206,312,222,201,363,111,2804,"Toole County, Montana",107,112,143,101,124,147,61,209
"G3001030","2015-2019","MT",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30103",,,"Treasure County, Montana",668,44,71,30,31,77,32,383,"Treasure County, Montana",79,37,35,27,13,36,21,59
"G3001050","2015-2019","MT",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30105",,,"Valley County, Montana",7363,222,597,543,474,414,172,4941,"Valley County, Montana",81,86,209,193,213,119,92,335
"G3001070","2015-2019","MT",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30107",,,"Wheatland County, Montana",2111,183,141,185,98,226,59,1219,"Wheatland County, Montana",12,118,84,91,59,156,34,175
"G3001090","2015-2019","MT",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30109",,,"Wibaux County, Montana",1094,55,77,38,57,103,36,728,"Wibaux County, Montana",117,62,90,37,28,61,26,112
"G3001110","2015-2019","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30111",,,"Yellowstone County, Montana",155174,5961,9238,6937,6639,11895,3566,110938,"Yellowstone County, Montana",453,935,987,900,1149,1539,660,1895
"G3100010","2015-2019","NE",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31001",,,"Adams County, Nebraska",29968,1520,2230,1357,1567,1781,841,20672,"Adams County, Nebraska",243,317,469,370,421,374,217,705
"G3100030","2015-2019","NE",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31003",,,"Antelope County, Nebraska",6261,292,402,324,252,578,166,4247,"Antelope County, Nebraska",69,113,86,114,88,134,60,230
"G3100050","2015-2019","NE",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31005",,,"Arthur County, Nebraska",427,20,37,49,27,32,19,243,"Arthur County, Nebraska",69,11,32,39,14,11,10,40
"G3100070","2015-2019","NE",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31007",,,"Banner County, Nebraska",719,40,2,45,38,51,0,543,"Banner County, Nebraska",68,33,3,26,39,31,10,82
"G3100090","2015-2019","NE",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31009",,,"Blaine County, Nebraska",477,2,60,2,18,40,21,334,"Blaine County, Nebraska",58,4,38,3,13,27,15,51
"G3100110","2015-2019","NE",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31011",,,"Boone County, Nebraska",5171,127,175,328,342,247,219,3733,"Boone County, Nebraska",32,40,56,114,191,69,110,207
"G3100130","2015-2019","NE",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31013",,,"Box Butte County, Nebraska",10756,418,1096,308,282,877,542,7233,"Box Butte County, Nebraska",58,165,369,180,148,374,314,530
"G3100150","2015-2019","NE",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31015",,,"Boyd County, Nebraska",1898,64,108,95,75,257,23,1276,"Boyd County, Nebraska",87,24,39,45,34,120,19,108
"G3100170","2015-2019","NE",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31017",,,"Brown County, Nebraska",2963,105,280,174,312,216,89,1787,"Brown County, Nebraska",118,44,159,92,184,144,48,218
"G3100190","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31019",,,"Buffalo County, Nebraska",46809,2322,3996,2301,2365,2496,1067,32262,"Buffalo County, Nebraska",261,410,606,485,414,494,271,782
"G3100210","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31021",,,"Burt County, Nebraska",6409,330,458,226,391,439,159,4406,"Burt County, Nebraska",46,118,132,64,124,119,72,231
"G3100230","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31023",,,"Butler County, Nebraska",7824,347,216,315,237,471,161,6077,"Butler County, Nebraska",73,98,74,138,90,124,73,244
"G3100250","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31025",,,"Cass County, Nebraska",25271,557,1166,712,891,1467,308,20170,"Cass County, Nebraska",251,150,290,300,278,366,135,511
"G3100270","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31027",,,"Cedar County, Nebraska",8310,205,390,240,273,566,254,6382,"Cedar County, Nebraska",64,92,106,72,77,174,115,246
"G3100290","2015-2019","NE",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31029",,,"Chase County, Nebraska",3712,89,270,234,101,208,92,2718,"Chase County, Nebraska",212,57,152,130,55,86,112,265
"G3100310","2015-2019","NE",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31031",,,"Cherry County, Nebraska",5693,157,289,465,229,397,189,3967,"Cherry County, Nebraska",81,94,119,214,98,147,129,319
"G3100330","2015-2019","NE",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31033",,,"Cheyenne County, Nebraska",9471,516,390,446,290,701,214,6914,"Cheyenne County, Nebraska",79,228,101,175,116,292,151,426
"G3100350","2015-2019","NE",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31035",,,"Clay County, Nebraska",6090,197,444,320,373,410,211,4135,"Clay County, Nebraska",45,51,101,147,108,93,103,200
"G3100370","2015-2019","NE",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31037",,,"Colfax County, Nebraska",10169,788,503,504,867,1271,234,6002,"Colfax County, Nebraska",321,506,335,290,452,659,134,642
"G3100390","2015-2019","NE",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31039",,,"Cuming County, Nebraska",8777,208,398,413,515,566,328,6349,"Cuming County, Nebraska",70,120,165,144,213,224,147,361
"G3100410","2015-2019","NE",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31041",,,"Custer County, Nebraska",10623,509,713,522,604,1029,502,6744,"Custer County, Nebraska",95,186,282,164,226,321,252,414
"G3100430","2015-2019","NE",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31043",,,"Dakota County, Nebraska",19882,1844,1383,622,930,1366,865,12872,"Dakota County, Nebraska",61,634,485,284,417,511,465,970
"G3100450","2015-2019","NE",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31045",,,"Dawes County, Nebraska",7781,647,497,123,292,388,114,5720,"Dawes County, Nebraska",144,283,216,72,142,180,85,372
"G3100470","2015-2019","NE",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31047",,,"Dawson County, Nebraska",23387,1026,1934,1281,1153,2484,915,14594,"Dawson County, Nebraska",134,324,537,458,416,568,274,773
"G3100490","2015-2019","NE",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31049",,,"Deuel County, Nebraska",1812,64,95,68,95,150,79,1261,"Deuel County, Nebraska",140,38,63,39,46,61,46,139
"G3100510","2015-2019","NE",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31051",,,"Dixon County, Nebraska",5632,168,365,248,131,393,241,4086,"Dixon County, Nebraska",49,62,157,93,45,111,79,203
"G3100530","2015-2019","NE",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31053",,,"Dodge County, Nebraska",35542,1889,2563,1845,1727,2941,1351,23226,"Dodge County, Nebraska",236,503,545,482,469,499,477,869
"G3100550","2015-2019","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31055",,,"Douglas County, Nebraska",547883,28099,37788,22652,21375,33043,14740,390186,"Douglas County, Nebraska",699,1874,2063,1831,1939,2178,1376,3244
"G3100570","2015-2019","NE",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31057",,,"Dundy County, Nebraska",1872,50,148,243,137,206,71,1017,"Dundy County, Nebraska",210,30,77,177,77,131,62,146
"G3100590","2015-2019","NE",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31059",,,"Fillmore County, Nebraska",5318,198,271,258,132,425,196,3838,"Fillmore County, Nebraska",53,77,95,121,55,98,78,183
"G3100610","2015-2019","NE",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31061",,,"Franklin County, Nebraska",2911,99,325,69,164,319,117,1818,"Franklin County, Nebraska",19,48,96,32,68,90,68,116
"G3100630","2015-2019","NE",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31063",,,"Frontier County, Nebraska",2525,87,139,146,106,143,69,1835,"Frontier County, Nebraska",70,42,52,59,52,50,30,103
"G3100650","2015-2019","NE",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31065",,,"Furnas County, Nebraska",4636,264,248,464,229,218,164,3049,"Furnas County, Nebraska",48,92,71,212,94,62,86,215
"G3100670","2015-2019","NE",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31067",,,"Gage County, Nebraska",21117,864,1387,903,922,1528,486,15027,"Gage County, Nebraska",123,261,263,179,198,315,146,460
"G3100690","2015-2019","NE",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31069",,,"Garden County, Nebraska",1827,67,74,106,72,135,35,1338,"Garden County, Nebraska",151,37,39,59,46,48,25,161
"G3100710","2015-2019","NE",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31071",,,"Garfield County, Nebraska",1935,53,125,85,68,236,81,1287,"Garfield County, Nebraska",107,45,64,49,49,100,53,132
"G3100730","2015-2019","NE",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31073",,,"Gosper County, Nebraska",1968,38,69,79,57,91,93,1541,"Gosper County, Nebraska",54,22,41,45,32,56,83,134
"G3100750","2015-2019","NE",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31075",,,"Grant County, Nebraska",686,32,77,40,28,77,21,411,"Grant County, Nebraska",59,20,39,23,18,31,17,70
