GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ABDJE001,ABDJE002,ABDJE003,ABDJE004,ABDJE005,ABDJE006,ABDJE007,ABDJE008,NAME_M,ABDJM001,ABDJM002,ABDJM003,ABDJM004,ABDJM005,ABDJM006,ABDJM007,ABDJM008
"G3700410","2010-2014","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041",,,"Chowan County, North Carolina",14416,1154,2796,772,680,1101,843,7070,"Chowan County, North Carolina",74,453,673,303,276,408,345,568
"G3700430","2010-2014","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043",,,"Clay County, North Carolina",10539,889,1594,869,334,804,398,5651,"Clay County, North Carolina",35,345,439,420,154,435,193,635
"G3700450","2010-2014","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045",,,"Cleveland County, North Carolina",95448,8915,10310,6315,5318,8165,2858,53567,"Cleveland County, North Carolina",386,1023,1274,979,786,1086,733,1619
"G3700470","2010-2014","NC",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37047",,,"Columbus County, North Carolina",54694,5872,7419,4237,3426,4757,1333,27650,"Columbus County, North Carolina",745,964,907,816,819,835,436,1394
"G3700490","2010-2014","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37049",,,"Craven County, North Carolina",100560,7297,8963,4571,5117,7537,3189,63886,"Craven County, North Carolina",648,986,1237,746,1163,866,731,1554
"G3700510","2010-2014","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37051",,,"Cumberland County, North Carolina",312189,24936,29262,18579,18105,25887,10694,184726,"Cumberland County, North Carolina",891,1269,1752,1693,1550,1759,1225,3203
"G3700530","2010-2014","NC",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37053",,,"Currituck County, North Carolina",24042,713,1764,1469,1427,1404,321,16944,"Currituck County, North Carolina",116,193,519,477,392,351,206,703
"G3700550","2010-2014","NC",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37055",,,"Dare County, North Carolina",34311,1417,1711,1758,2147,2298,617,24363,"Dare County, North Carolina",76,470,517,496,705,531,294,882
"G3700570","2010-2014","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37057",,,"Davidson County, North Carolina",160994,11845,14021,9883,9991,11174,4619,99461,"Davidson County, North Carolina",424,1296,1124,993,1617,1309,793,2658
"G3700590","2010-2014","NC",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37059",,,"Davie County, North Carolina",40978,2381,3524,2064,1579,2190,1836,27404,"Davie County, North Carolina",140,506,679,516,451,471,505,1072
"G3700610","2010-2014","NC",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37061",,,"Duplin County, North Carolina",58585,6467,9291,4913,4701,4133,1907,27173,"Duplin County, North Carolina",211,1095,1084,806,1050,710,638,1358
"G3700630","2010-2014","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37063",,,"Durham County, North Carolina",269819,24305,24515,13589,14098,18144,6025,169143,"Durham County, North Carolina",723,2030,1893,1493,1707,1947,1010,2653
"G3700650","2010-2014","NC",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37065",,,"Edgecombe County, North Carolina",54367,6948,6791,4593,4635,4484,2202,24714,"Edgecombe County, North Carolina",260,981,907,767,853,779,461,1162
"G3700670","2010-2014","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37067",,,"Forsyth County, North Carolina",348176,29555,36870,18280,19760,21522,9884,212305,"Forsyth County, North Carolina",725,1957,2197,1906,1989,1675,1256,3090
"G3700690","2010-2014","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37069",,,"Franklin County, North Carolina",60017,3587,5662,5118,3631,5052,2512,34455,"Franklin County, North Carolina",261,756,983,943,804,931,839,1463
"G3700710","2010-2014","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37071",,,"Gaston County, North Carolina",205184,14839,22243,11812,14096,16261,5616,120317,"Gaston County, North Carolina",569,1371,1713,1251,1214,1455,749,2270
"G3700730","2010-2014","NC",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37073",,,"Gates County, North Carolina",11800,790,1102,865,642,846,380,7175,"Gates County, North Carolina",80,322,336,468,229,255,155,545
"G3700750","2010-2014","NC",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37075",,,"Graham County, North Carolina",8626,681,1166,370,555,1029,210,4615,"Graham County, North Carolina",100,203,328,185,211,314,122,458
"G3700770","2010-2014","NC",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37077",,,"Granville County, North Carolina",54701,3240,5413,3278,2321,4202,1956,34291,"Granville County, North Carolina",401,703,1006,822,450,736,527,1345
"G3700790","2010-2014","NC",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37079",,,"Greene County, North Carolina",19273,1769,3039,1134,1213,1408,485,10225,"Greene County, North Carolina",431,428,601,405,307,308,278,556
"G3700810","2010-2014","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37081",,,"Guilford County, North Carolina",486453,39536,47432,25907,27008,37892,14821,293857,"Guilford County, North Carolina",1145,1804,2547,1971,2337,2801,1704,3645
"G3700830","2010-2014","NC",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37083",,,"Halifax County, North Carolina",52238,6038,7452,3310,4345,4259,1040,25794,"Halifax County, North Carolina",409,867,865,611,691,780,382,1174
"G3700850","2010-2014","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37085",,,"Harnett County, North Carolina",118193,7956,13513,8543,8065,8415,3664,68037,"Harnett County, North Carolina",445,740,1376,1242,1226,1186,633,1691
"G3700870","2010-2014","NC",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37087",,,"Haywood County, North Carolina",58350,3457,5753,3378,3372,4215,1455,36720,"Haywood County, North Carolina",212,589,774,783,624,787,408,1260
"G3700890","2010-2014","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37089",,,"Henderson County, North Carolina",107466,5623,10279,6494,4258,9301,2474,69037,"Henderson County, North Carolina",290,986,1169,1025,745,1132,916,2094
"G3700910","2010-2014","NC",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37091",,,"Hertford County, North Carolina",21638,2517,3172,1564,1398,1931,752,10304,"Hertford County, North Carolina",866,507,409,424,367,446,251,771
"G3700930","2010-2014","NC",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37093",,,"Hoke County, North Carolina",48702,4837,5987,2957,2686,4251,1456,26528,"Hoke County, North Carolina",440,1072,1118,745,608,812,488,1434
"G3700950","2010-2014","NC",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37095",,,"Hyde County, North Carolina",5069,361,711,270,186,253,363,2925,"Hyde County, North Carolina",180,279,339,199,145,151,337,384
"G3700970","2010-2014","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37097",,,"Iredell County, North Carolina",161476,9731,11857,8301,7782,11946,4615,107244,"Iredell County, North Carolina",367,986,1376,1263,1285,1203,826,1999
"G3700990","2010-2014","NC",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37099",,,"Jackson County, North Carolina",36896,4202,4036,1930,2253,2918,1309,20248,"Jackson County, North Carolina",920,757,693,457,559,483,337,1064
"G3701010","2010-2014","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37101",,,"Johnston County, North Carolina",173374,12094,16296,9957,9350,11980,4026,109671,"Johnston County, North Carolina",332,1468,1980,1331,1217,1823,875,2753
"G3701030","2010-2014","NC",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37103",,,"Jones County, North Carolina",10103,828,1067,616,592,991,381,5628,"Jones County, North Carolina",75,226,255,175,176,263,168,461
"G3701050","2010-2014","NC",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37105",,,"Lee County, North Carolina",57877,4060,6781,3731,3397,3699,1646,34563,"Lee County, North Carolina",280,847,1080,886,691,748,520,1405
"G3701070","2010-2014","NC",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37107",,,"Lenoir County, North Carolina",58101,5467,8291,5169,3308,4812,2253,28801,"Lenoir County, North Carolina",209,864,854,1157,584,760,580,1239
"G3701090","2010-2014","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37109",,,"Lincoln County, North Carolina",78177,4663,7548,3451,3413,6216,3022,49864,"Lincoln County, North Carolina",277,764,1125,763,647,1012,606,1483
"G3701110","2010-2014","NC",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37111",,,"McDowell County, North Carolina",44075,3846,5046,3377,2721,3912,1535,23638,"McDowell County, North Carolina",221,622,852,568,758,663,492,1217
"G3701130","2010-2014","NC",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37113",,,"Macon County, North Carolina",33443,3063,3873,2240,2062,2554,1144,18507,"Macon County, North Carolina",109,646,630,533,534,465,393,833
"G3701150","2010-2014","NC",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37115",,,"Madison County, North Carolina",19903,1462,2167,1244,1086,2000,437,11507,"Madison County, North Carolina",212,377,504,279,290,520,188,678
"G3701170","2010-2014","NC",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37117",,,"Martin County, North Carolina",23804,2163,3195,2164,962,1622,369,13329,"Martin County, North Carolina",64,510,561,509,264,468,165,710
"G3701190","2010-2014","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37119",,,"Mecklenburg County, North Carolina",953083,65396,82593,42808,44945,59591,23323,634427,"Mecklenburg County, North Carolina",1133,3377,4239,2692,2578,3333,2462,5475
"G3701210","2010-2014","NC",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37121",,,"Mitchell County, North Carolina",14987,950,1983,1041,590,1304,616,8503,"Mitchell County, North Carolina",117,313,415,314,172,370,316,607
"G3701230","2010-2014","NC",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37123",,,"Montgomery County, North Carolina",26666,1916,5076,1980,1550,2045,843,13256,"Montgomery County, North Carolina",209,421,876,531,352,425,341,894
"G3701250","2010-2014","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37125",,,"Moore County, North Carolina",89656,7297,7312,3341,4364,5905,2665,58772,"Moore County, North Carolina",214,1131,1101,742,843,943,708,1687
"G3701270","2010-2014","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37127",,,"Nash County, North Carolina",93011,5628,10884,6246,5954,7562,3258,53479,"Nash County, North Carolina",351,978,1279,1033,917,1051,723,1674
"G3701290","2010-2014","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37129",,,"New Hanover County, North Carolina",204057,18953,18052,8280,8789,12571,5529,131883,"New Hanover County, North Carolina",648,1997,2026,1166,1217,1357,1007,2959
"G3701310","2010-2014","NC",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37131",,,"Northampton County, North Carolina",20466,2223,3144,1597,1601,1606,939,9356,"Northampton County, North Carolina",382,482,557,449,442,337,367,733
"G3701330","2010-2014","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37133",,,"Onslow County, North Carolina",168693,11707,13012,9206,11122,16466,6790,100390,"Onslow County, North Carolina",784,1560,1541,1306,1457,1985,1262,3108
"G3701350","2010-2014","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37135",,,"Orange County, North Carolina",127105,11702,9676,4769,4985,6952,3172,85849,"Orange County, North Carolina",893,985,1181,783,816,1006,655,1488
"G3701370","2010-2014","NC",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37137",,,"Pamlico County, North Carolina",12402,816,828,614,920,767,482,7975,"Pamlico County, North Carolina",229,331,228,168,199,245,184,402
"G3701390","2010-2014","NC",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37139",,,"Pasquotank County, North Carolina",37888,3099,4278,1288,2249,2688,1099,23187,"Pasquotank County, North Carolina",539,480,654,387,520,568,447,968
"G3701410","2010-2014","NC",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37141",,,"Pender County, North Carolina",52859,4157,5384,2342,2845,4018,1575,32538,"Pender County, North Carolina",468,743,862,609,677,772,514,1256
"G3701430","2010-2014","NC",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37143",,,"Perquimans County, North Carolina",13422,834,1689,1297,661,1021,356,7564,"Perquimans County, North Carolina",84,297,508,588,231,300,216,623
"G3701450","2010-2014","NC",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37145",,,"Person County, North Carolina",38840,2995,4746,2350,2009,2738,1097,22905,"Person County, North Carolina",223,662,933,548,460,583,328,980
"G3701470","2010-2014","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37147",,,"Pitt County, North Carolina",166192,21210,18643,9140,10008,11554,3180,92457,"Pitt County, North Carolina",816,1934,1788,1234,1532,1520,743,2299
"G3701490","2010-2014","NC",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37149",,,"Polk County, North Carolina",20055,1160,1523,648,738,1734,507,13745,"Polk County, North Carolina",87,350,447,218,271,415,223,638
"G3701510","2010-2014","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37151",,,"Randolph County, North Carolina",140594,8546,16770,10029,9733,10056,4584,80876,"Randolph County, North Carolina",279,1010,1650,1446,1130,1138,893,2373
"G3701530","2010-2014","NC",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37153",,,"Richmond County, North Carolina",44915,4421,6287,3282,2721,3529,2155,22520,"Richmond County, North Carolina",303,779,833,752,607,605,698,1134
"G3701550","2010-2014","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37155",,,"Robeson County, North Carolina",131193,20777,21173,10603,9042,12810,4184,52604,"Robeson County, North Carolina",421,1716,1280,1106,1056,1288,714,1868
"G3701570","2010-2014","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37157",,,"Rockingham County, North Carolina",91233,7098,10072,5838,5365,7411,2753,52696,"Rockingham County, North Carolina",325,1116,1250,928,817,865,558,1670
"G3701590","2010-2014","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37159",,,"Rowan County, North Carolina",133557,11731,13801,8100,8393,11145,3812,76575,"Rowan County, North Carolina",507,1164,1418,1156,998,1543,677,2122
"G3701610","2010-2014","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37161",,,"Rutherford County, North Carolina",65957,5190,8628,6070,4192,6180,1612,34085,"Rutherford County, North Carolina",289,996,1181,1238,765,870,460,1599
"G3701630","2010-2014","NC",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37163",,,"Sampson County, North Carolina",62963,6017,9507,4730,4341,5785,2278,30305,"Sampson County, North Carolina",267,796,1291,916,788,954,712,1388
"G3701650","2010-2014","NC",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37165",,,"Scotland County, North Carolina",33876,5107,5452,2078,2630,2983,1166,14460,"Scotland County, North Carolina",723,679,621,449,590,623,374,855
"G3701670","2010-2014","NC",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37167",,,"Stanly County, North Carolina",58416,3830,5865,2821,3257,5314,2244,35085,"Stanly County, North Carolina",264,664,875,601,577,746,432,1448
"G3701690","2010-2014","NC",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37169",,,"Stokes County, North Carolina",46322,3414,4495,2264,2701,3554,1193,28701,"Stokes County, North Carolina",201,796,808,365,535,728,432,1142
"G3701710","2010-2014","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37171",,,"Surry County, North Carolina",72390,5660,8707,5407,6047,6288,2326,37955,"Surry County, North Carolina",314,692,1062,913,981,837,495,1329
"G3701730","2010-2014","NC",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37173",,,"Swain County, North Carolina",13845,2067,1766,517,523,1231,733,7008,"Swain County, North Carolina",118,492,530,207,229,328,298,604
"G3701750","2010-2014","NC",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37175",,,"Transylvania County, North Carolina",31949,1725,2673,1835,1944,1622,968,21182,"Transylvania County, North Carolina",272,455,644,599,599,522,381,990
"G3701770","2010-2014","NC",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37177",,,"Tyrrell County, North Carolina",3611,377,452,267,235,395,272,1613,"Tyrrell County, North Carolina",281,161,154,156,118,176,220,276
"G3701790","2010-2014","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37179",,,"Union County, North Carolina",206934,7080,12885,6572,8672,15504,5012,151209,"Union County, North Carolina",413,1001,1508,1104,1272,1802,891,2525
"G3701810","2010-2014","NC",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37181",,,"Vance County, North Carolina",44238,4229,7046,2655,3272,4083,2051,20902,"Vance County, North Carolina",277,687,1007,603,702,980,670,1389
"G3701830","2010-2014","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37183",,,"Wake County, North Carolina",929845,46997,57872,37267,36473,48015,21443,681778,"Wake County, North Carolina",1517,2561,3544,2512,2999,3320,2237,5619
"G3701850","2010-2014","NC",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37185",,,"Warren County, North Carolina",19733,1887,3005,1403,1278,1845,460,9855,"Warren County, North Carolina",172,482,658,378,358,487,188,721
"G3701870","2010-2014","NC",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37187",,,"Washington County, North Carolina",12693,1553,1513,1055,1077,1072,541,5882,"Washington County, North Carolina",57,413,434,455,446,291,291,619
"G3701890","2010-2014","NC",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37189",,,"Watauga County, North Carolina",46541,9502,5445,2048,1979,2510,1398,23659,"Watauga County, North Carolina",714,891,738,430,454,387,422,928
